,county_state,UV
1066,Taylor_KY,4128
1067,Todd_KY,4262
1068,Trigg_KY,4303
1069,Trimble_KY,4074
1070,Union_KY,4256
1071,Warren_KY,4213
1072,Washington_KY,4103
1073,Wayne_KY,4133
1074,Webster_KY,4252
1075,Whitley_KY,4117
1076,Wolfe_KY,4013
1077,Woodford_KY,4064
1078,Acadia_LA,4562
1079,Allen_LA,4585
1080,Ascension_LA,4511
1081,Assumption_LA,4518
1082,Avoyelles_LA,4551
1083,Beauregard_LA,4597
1084,Bienville_LA,4594
1085,Bossier_LA,4610
1086,Caddo_LA,4622
1087,Calcasieu_LA,4589
1088,Caldwell_LA,4578
1089,Cameron_LA,4571
1090,Catahoula_LA,4564
1091,Claiborne_LA,4589
1092,Concordia_LA,4552
1093,De Soto_LA,4618
1094,East Baton Rouge_LA,4503
1095,East Carroll_LA,4587
1096,East Feliciana_LA,4507
1097,Evangeline_LA,4565
1098,Franklin_LA,4576
1099,Grant_LA,4582
1100,Iberia_LA,4528
1101,Iberville_LA,4511
1102,Jackson_LA,4584
1103,Jefferson_LA,4536
1104,Jefferson Davis_LA,4581
1105,Lafayette_LA,4541
1106,Lafourche_LA,4536
1107,La Salle_LA,4571
1108,Lincoln_LA,4586
1109,Livingston_LA,4512
1110,Madison_LA,4583
1111,Morehouse_LA,4583
1112,Natchitoches_LA,4599
1113,Orleans_LA,4528
1114,Ouachita_LA,4583
1115,Plaquemines_LA,4536
1116,Pointe Coupee_LA,4522
1117,Rapides_LA,4576
1118,Red River_LA,4606
1119,Richland_LA,4582
1120,Sabine_LA,4611
1121,St. Bernard_LA,4525
1122,St. Charles_LA,4534
1123,St. Helena_LA,4510
1124,St. James_LA,4519
1125,St. John the Baptist_LA,4524
1126,St. Landry_LA,4541
1127,St. Martin_LA,4524
1128,St. Mary_LA,4525
1129,St. Tammany_LA,4517
1130,Tangipahoa_LA,4516
1131,Tensas_LA,4572
1132,Terrebonne_LA,4533
1133,Union_LA,4583
1134,Vermilion_LA,4552
1135,Vernon_LA,4596
1136,Washington_LA,4513
1137,Webster_LA,4600
1138,West Baton Rouge_LA,4506
1139,West Carroll_LA,4585
1140,West Feliciana_LA,4517
1141,Winn_LA,4586
1142,Androscoggin_ME,3850
1143,Aroostook_ME,3583
1144,Cumberland_ME,3874
1145,Franklin_ME,3747
1146,Hancock_ME,3762
1147,Kennebec_ME,3826
1148,Knox_ME,3832
1149,Lincoln_ME,3849
1150,Oxford_ME,3798
1151,Penobscot_ME,3707
1152,Piscataquis_ME,3665
1153,Sagadahoc_ME,3863
1154,Somerset_ME,3705
1155,Waldo_ME,3801
1156,Washington_ME,3715
1157,York_ME,3893
1158,Allegany_MD,3894
1159,Anne Arundel_MD,4083
1160,Baltimore_MD,4025
1161,Calvert_MD,4121
1162,Caroline_MD,4095
1163,Carroll_MD,4007
1164,Cecil_MD,4032
1165,Charles_MD,4135
1166,Dorchester_MD,4119
1167,Frederick_MD,4018
1168,Garrett_MD,3807
1169,Harford_MD,4021
1170,Howard_MD,4051
1171,Kent_MD,4067
1172,Montgomery_MD,4069
1173,Prince George's_MD,4102
1174,Queen Anne's_MD,4081
1175,St. Mary's_MD,4138
1176,Somerset_MD,4131
1177,Talbot_MD,4102
1178,Washington_MD,3983
1179,Wicomico_MD,4119
1180,Worcester_MD,4123
1181,Baltimore_MD,4049
1182,Barnstable_MA,3923
1183,Berkshire_MA,3771
1184,Bristol_MA,3898
1185,Dukes_MA,3917
1186,Essex_MA,3913
1187,Franklin_MA,3808
1188,Hampden_MA,3812
1189,Hampshire_MA,3807
1190,Middlesex_MA,3894
1191,Nantucket_MA,3935
1192,Norfolk_MA,3897
1193,Plymouth_MA,3911
1194,Suffolk_MA,3908
1195,Worcester_MA,3853
1196,Alcona_MI,3704
1197,Alger_MI,3608
1198,Allegan_MI,3808
1199,Alpena_MI,3706
1200,Antrim_MI,3652
1201,Arenac_MI,3706
1202,Baraga_MI,3591
1203,Barry_MI,3789
1204,Bay_MI,3714
1205,Benzie_MI,3684
1206,Berrien_MI,3819
1207,Branch_MI,3812
1208,Calhoun_MI,3797
1209,Cass_MI,3809
1210,Charlevoix_MI,3653
1211,Cheboygan_MI,3672
1212,Chippewa_MI,3654
1213,Clare_MI,3695
1214,Clinton_MI,3754
1215,Crawford_MI,3665
1216,Delta_MI,3642
1217,Dickinson_MI,3643
1218,Eaton_MI,3778
1219,Emmet_MI,3654
1220,Genesee_MI,3732
1221,Gladwin_MI,3701
1222,Gogebic_MI,3640
1223,Grand Traverse_MI,3663
1224,Gratiot_MI,3736
1225,Hillsdale_MI,3820
1226,Houghton_MI,3587
1227,Huron_MI,3716
1228,Ingham_MI,3770
1229,Ionia_MI,3769
1230,Iosco_MI,3705
1231,Iron_MI,3628
1232,Isabella_MI,3720
1233,Jackson_MI,3797
1234,Kalamazoo_MI,3801
1235,Kalkaska_MI,3657
1236,Kent_MI,3784
1237,Keweenaw_MI,3537
1238,Lake_MI,3724
1239,Lapeer_MI,3728
1240,Leelanau_MI,3661
1241,Lenawee_MI,3835
1242,Livingston_MI,3763
1243,Luce_MI,3618
1244,Mackinac_MI,3642
1245,Macomb_MI,3755
1246,Manistee_MI,3711
1247,Marquette_MI,3602
1248,Mason_MI,3754
1249,Mecosta_MI,3731
1250,Menominee_MI,3683
1251,Midland_MI,3717
1252,Missaukee_MI,3671
1253,Monroe_MI,3832
1254,Montcalm_MI,3749
1255,Montmorency_MI,3684
1256,Muskegon_MI,3804
1257,Newaygo_MI,3762
1258,Oakland_MI,3753
1259,Oceana_MI,3783
1260,Ogemaw_MI,3689
1261,Ontonagon_MI,3619
1262,Osceola_MI,3699
1263,Oscoda_MI,3682
1264,Otsego_MI,3659
1265,Ottawa_MI,3809
1266,Presque Isle_MI,3694
1267,Roscommon_MI,3677
1268,Saginaw_MI,3726
1269,St. Clair_MI,3739
1270,St. Joseph_MI,3810
1271,Sanilac_MI,3722
1272,Schoolcraft_MI,3620
1273,Shiawassee_MI,3743
1274,Tuscola_MI,3718
1275,Van Buren_MI,3809
1276,Washtenaw_MI,3798
1277,Wayne_MI,3792
1278,Wexford_MI,3678
1279,Aitkin_MN,3748
1280,Anoka_MN,3854
1281,Becker_MN,3770
1282,Beltrami_MN,3658
1283,Benton_MN,3835
1284,Big Stone_MN,3921
1285,Blue Earth_MN,3946
1286,Brown_MN,3953
1287,Carlton_MN,3737
1288,Carver_MN,3896
1289,Cass_MN,3732
1290,Chippewa_MN,3924
1291,Chisago_MN,3825
1292,Clay_MN,3817
1293,Clearwater_MN,3704
1294,Cook_MN,3544
1295,Cottonwood_MN,3969
1296,Crow Wing_MN,3771
1297,Dakota_MN,3874
1298,Dodge_MN,3873
1299,Douglas_MN,3845
1300,Faribault_MN,3959
1301,Fillmore_MN,3861
1302,Freeborn_MN,3925
1303,Goodhue_MN,3857
1304,Grant_MN,3870
1305,Hennepin_MN,3877
1306,Houston_MN,3864
1307,Hubbard_MN,3730
1308,Isanti_MN,3834
1309,Itasca_MN,3665
1310,Jackson_MN,3986
1311,Kanabec_MN,3803
1312,Kandiyohi_MN,3896
1313,Kittson_MN,3666
1314,Koochiching_MN,3598
1315,Lac qui Parle_MN,3944
1316,Lake_MN,3599
1317,Lake of the Woods_MN,3587
1318,Le Sueur_MN,3916
1319,Lincoln_MN,3968
1320,Lyon_MN,3965
1321,McLeod_MN,3905
1322,Mahnomen_MN,3745
1323,Marshall_MN,3684
1324,Martin_MN,3976
1325,Meeker_MN,3888
1326,Mille Lacs_MN,3808
1327,Morrison_MN,3814
1328,Mower_MN,3885
1329,Murray_MN,3978
1330,Nicollet_MN,3934
1331,Nobles_MN,4000
1332,Norman_MN,3781
1333,Olmsted_MN,3851
1334,Otter Tail_MN,3817
1335,Pennington_MN,3695
1336,Pine_MN,3775
1337,Pipestone_MN,3993
1338,Polk_MN,3739
1339,Pope_MN,3874
1340,Ramsey_MN,3862
1341,Red Lake_MN,3715
1342,Redwood_MN,3955
1343,Renville_MN,3927
1344,Rice_MN,3893
1345,Rock_MN,4022
1346,Roseau_MN,3622
1347,St. Louis_MN,3633
1348,Scott_MN,3899
1349,Sherburne_MN,3854
1350,Sibley_MN,3920
1351,Stearns_MN,3857
1352,Steele_MN,3899
1353,Stevens_MN,3895
1354,Swift_MN,3909
1355,Todd_MN,3821
1356,Traverse_MN,3900
1357,Wabasha_MN,3837
1358,Wadena_MN,3780
1359,Waseca_MN,3923
1360,Washington_MN,3848
1361,Watonwan_MN,3963
1362,Wilkin_MN,3858
1363,Winona_MN,3841
1364,Wright_MN,3876
1365,Yellow Medicine_MN,3952
1366,Adams_MS,4544
1367,Alcorn_MS,4444
1368,Amite_MS,4520
1369,Attala_MS,4541
1370,Benton_MS,4479
1371,Bolivar_MS,4570
1372,Calhoun_MS,4518
1373,Carroll_MS,4556
1374,Chickasaw_MS,4497
1375,Choctaw_MS,4517
1376,Claiborne_MS,4569
1377,Clarke_MS,4475
1378,Clay_MS,4495
1379,Coahoma_MS,4554
1380,Copiah_MS,4559
1381,Covington_MS,4513
1382,DeSoto_MS,4517
1383,Forrest_MS,4488
1384,Franklin_MS,4537
1385,George_MS,4464
1386,Greene_MS,4465
1387,Grenada_MS,4546
1388,Hancock_MS,4504
1389,Harrison_MS,4486
1390,Hinds_MS,4579
1391,Holmes_MS,4571
1392,Humphreys_MS,4586
1393,Issaquena_MS,4589
1394,Itawamba_MS,4456
1395,Jackson_MS,4471
1396,Jasper_MS,4494
1397,Jefferson_MS,4554
1398,Jefferson Davis_MS,4524
1399,Jones_MS,4491
1400,Kemper_MS,4485
1401,Lafayette_MS,4514
1402,Lamar_MS,4499
1403,Lauderdale_MS,4478
1404,Lawrence_MS,4536
1405,Leake_MS,4538
1406,Lee_MS,4474
1407,Leflore_MS,4572
1408,Lincoln_MS,4537
1409,Lowndes_MS,4483
1410,Madison_MS,4573
1411,Marion_MS,4515
1412,Marshall_MS,4499
1413,Monroe_MS,4475
1414,Montgomery_MS,4539
1415,Neshoba_MS,4506
1416,Newton_MS,4501
1417,Noxubee_MS,4489
1418,Oktibbeha_MS,4500
1419,Panola_MS,4535
1420,Pearl River_MS,4501
1421,Perry_MS,4477
1422,Pike_MS,4521
1423,Pontotoc_MS,4493
1424,Prentiss_MS,4452
1425,Quitman_MS,4551
1426,Rankin_MS,4562
1427,Scott_MS,4535
1428,Sharkey_MS,4590
1429,Simpson_MS,4545
1430,Smith_MS,4522
1431,Stone_MS,4480
1432,Sunflower_MS,4575
1433,Tallahatchie_MS,4557
1434,Tate_MS,4525
1435,Tippah_MS,4465
1436,Tishomingo_MS,4429
1437,Tunica_MS,4536
1438,Union_MS,4483
1439,Walthall_MS,4517
1440,Warren_MS,4583
1441,Washington_MS,4584
1442,Wayne_MS,4471
1443,Webster_MS,4518
1444,Wilkinson_MS,4525
1445,Winston_MS,4504
1446,Yalobusha_MS,4535
1447,Yazoo_MS,4586
1448,Adair_MO,4205
1449,Andrew_MO,4240
1450,Atchison_MO,4223
1451,Audrain_MO,4274
1452,Barry_MO,4401
1453,Barton_MO,4367
1454,Bates_MO,4333
1455,Benton_MO,4340
1456,Bollinger_MO,4337
1457,Boone_MO,4309
1458,Buchanan_MO,4261
1459,Butler_MO,4400
1460,Caldwell_MO,4261
1461,Callaway_MO,4307
1462,Camden_MO,4353
1463,Cape Girardeau_MO,4328
1464,Carroll_MO,4282
1465,Carter_MO,4383
1466,Cass_MO,4313
1467,Cedar_MO,4357
1468,Chariton_MO,4277
1469,Christian_MO,4383
1470,Clark_MO,4160
1471,Clay_MO,4281
1472,Clinton_MO,4262
1473,Cole_MO,4339
1474,Cooper_MO,4323
1475,Crawford_MO,4321
1476,Dade_MO,4366
1477,Dallas_MO,4357
1478,Daviess_MO,4241
1479,DeKalb_MO,4244
1480,Dent_MO,4342
1481,Douglas_MO,4388
1482,Dunklin_MO,4430
1483,Franklin_MO,4291
1484,Gasconade_MO,4309
1485,Gentry_MO,4224
1486,Greene_MO,4369
1487,Grundy_MO,4229
1488,Harrison_MO,4210
1489,Henry_MO,4332
1490,Hickory_MO,4350
1491,Holt_MO,4240
1492,Howard_MO,4304
1493,Howell_MO,4395
1494,Iron_MO,4325
1495,Jackson_MO,4297
1496,Jasper_MO,4383
1497,Jefferson_MO,4277
1498,Johnson_MO,4315
1499,Knox_MO,4202
1500,Laclede_MO,4358
1501,Lafayette_MO,4300
1502,Lawrence_MO,4378
1503,Lewis_MO,4192
1504,Lincoln_MO,4245
1505,Linn_MO,4246
1506,Livingston_MO,4256
1507,McDonald_MO,4419
1508,Macon_MO,4241
1509,Madison_MO,4327
1510,Maries_MO,4337
1511,Marion_MO,4217
1512,Mercer_MO,4201
1513,Miller_MO,4349
1514,Mississippi_MO,4364
1515,Moniteau_MO,4333
1516,Monroe_MO,4259
1517,Montgomery_MO,4277
1518,Morgan_MO,4338
1519,New Madrid_MO,4393
1520,Newton_MO,4398
1521,Nodaway_MO,4215
1522,Oregon_MO,4405
1523,Osage_MO,4327
1524,Ozark_MO,4409
1525,Pemiscot_MO,4427
1526,Perry_MO,4304
1527,Pettis_MO,4322
1528,Phelps_MO,4342
1529,Pike_MO,4234
1530,Platte_MO,4277
1531,Polk_MO,4359
1532,Pulaski_MO,4354
1533,Putnam_MO,4186
1534,Ralls_MO,4237
1535,Randolph_MO,4276
1536,Ray_MO,4281
1537,Reynolds_MO,4348
1538,Ripley_MO,4407
1539,St. Charles_MO,4251
1540,St. Clair_MO,4346
1541,Ste. Genevieve_MO,4294
1542,St. Francois_MO,4301
1543,St. Louis_MO,4249
1544,Saline_MO,4303
1545,Schuyler_MO,4176
1546,Scotland_MO,4169
1547,Scott_MO,4354
1548,Shannon_MO,4370
1549,Shelby_MO,4232
1550,Stoddard_MO,4379
1551,Stone_MO,4400
1552,Sullivan_MO,4213
1553,Taney_MO,4409
1554,Texas_MO,4363
1555,Vernon_MO,4353
1556,Warren_MO,4272
1557,Washington_MO,4304
1558,Wayne_MO,4365
1559,Webster_MO,4364
1560,Worth_MO,4202
1561,Wright_MO,4367
1562,St. Louis_MO,4245
1563,Beaverhead_MT,3961
1564,Big Horn_MT,4142
1565,Blaine_MT,3840
1566,Broadwater_MT,3980
1567,Carbon_MT,4152
1568,Carter_MT,4151
1569,Cascade_MT,3960
1570,Chouteau_MT,3940
1571,Custer_MT,4104
1572,Daniels_MT,3806
1573,Dawson_MT,4000
1574,Deer Lodge_MT,3846
1575,Fallon_MT,4088
1576,Fergus_MT,3912
1577,Flathead_MT,3621
1578,Gallatin_MT,4033
1579,Garfield_MT,3958
1580,Glacier_MT,3753
1581,Golden Valley_MT,4006
1582,Granite_MT,3793
1583,Hill_MT,3886
1584,Jefferson_MT,3931
1585,Judith Basin_MT,3928
1586,Lake_MT,3679
1587,Lewis and Clark_MT,3865
1588,Liberty_MT,3925
1589,Lincoln_MT,3571
1590,McCone_MT,3946
1591,Madison_MT,4007
1592,Meagher_MT,3951
1593,Mineral_MT,3685
1594,Missoula_MT,3723
1595,Musselshell_MT,4018
1596,Park_MT,4042
1597,Petroleum_MT,3954
1598,Phillips_MT,3846
1599,Pondera_MT,3891
1600,Powder River_MT,4159
1601,Powell_MT,3811
1602,Prairie_MT,4043
1603,Ravalli_MT,3811
1604,Richland_MT,3944
1605,Roosevelt_MT,3879
1606,Rosebud_MT,4075
1607,Sanders_MT,3649
1608,Sheridan_MT,3833
1609,Silver Bow_MT,3898
1610,Stillwater_MT,4093
1611,Sweet Grass_MT,4046
1612,Teton_MT,3889
1613,Toole_MT,3921
1614,Treasure_MT,4073
1615,Valley_MT,3840
1616,Wheatland_MT,3978
1617,Wibaux_MT,4027
1618,Yellowstone_MT,4103
1619,Adams_NE,4452
1620,Antelope_NE,4260
1621,Arthur_NE,4407
1622,Banner_NE,4434
1623,Blaine_NE,4339
1624,Boone_NE,4308
1625,Box Butte_NE,4379
1626,Boyd_NE,4221
1627,Brown_NE,4287
1628,Buffalo_NE,4445
1629,Burt_NE,4158
1630,Butler_NE,4273
1631,Cass_NE,4220
1632,Cedar_NE,4168
1633,Chase_NE,4554
1634,Cherry_NE,4304
1635,Cheyenne_NE,4467
1636,Clay_NE,4418
1637,Colfax_NE,4243
1638,Cuming_NE,4185
1639,Custer_NE,4391
1640,Dakota_NE,4133
1641,Dawes_NE,4347
1642,Dawson_NE,4460
1643,Deuel_NE,4482
1644,Dixon_NE,4146
1645,Dodge_NE,4203
1646,Douglas_NE,4192
1647,Dundy_NE,4610
1648,Fillmore_NE,4375
1649,Franklin_NE,4516
1650,Frontier_NE,4522
1651,Furnas_NE,4564
1652,Gage_NE,4304
1653,Garden_NE,4424
1654,Garfield_NE,4322
1655,Gosper_NE,4510
1656,Grant_NE,4370
1657,Greeley_NE,4346
1658,Hall_NE,4420
1659,Hamilton_NE,4386
1660,Harlan_NE,4541
1661,Hayes_NE,4539
1662,Hitchcock_NE,4598
1663,Holt_NE,4260
1664,Hooker_NE,4356
1665,Howard_NE,4387
1666,Jefferson_NE,4355
1667,Johnson_NE,4263
1668,Kearney_NE,4478
1669,Keith_NE,4458
1670,Keya Paha_NE,4246
1671,Kimball_NE,4455
1672,Knox_NE,4206
1673,Lancaster_NE,4270
1674,Lincoln_NE,4451
1675,Logan_NE,4378
1676,Loup_NE,4332
1677,McPherson_NE,4390
1678,Madison_NE,4258
1679,Merrick_NE,4364
1680,Morrill_NE,4428
1681,Nance_NE,4338
1682,Nemaha_NE,4242
1683,Nuckolls_NE,4446
1684,Otoe_NE,4239
1685,Pawnee_NE,4276
1686,Perkins_NE,4503
1687,Phelps_NE,4496
1688,Pierce_NE,4223
1689,Platte_NE,4284
1690,Polk_NE,4321
1691,Red Willow_NE,4582
1692,Richardson_NE,4253
1693,Rock_NE,4279
1694,Saline_NE,4330
1695,Sarpy_NE,4204
1696,Saunders_NE,4231
1697,Scotts Bluff_NE,4426
1698,Seward_NE,4303
1699,Sheridan_NE,4342
1700,Sherman_NE,4401
1701,Sioux_NE,4364
1702,Stanton_NE,4222
1703,Thayer_NE,4402
1704,Thomas_NE,4346
1705,Thurston_NE,4145
1706,Valley_NE,4362
1707,Washington_NE,4176
1708,Wayne_NE,4188
1709,Webster_NE,4484
1710,Wheeler_NE,4307
1711,York_NE,4348
1712,Churchill_NV,4970
1713,Clark_NV,5566
1714,Douglas_NV,4988
1715,Elko_NV,4546
1716,Esmeralda_NV,5238
1717,Eureka_NV,4789
1718,Humboldt_NV,4657
1719,Lander_NV,4827
1720,Lincoln_NV,5261
1721,Lyon_NV,5025
1722,Mineral_NV,5081
1723,Nye_NV,5225
1724,Pershing_NV,4825
1725,Storey_NV,4967
1726,Washoe_NV,4821
1727,White Pine_NV,4849
1728,Carson City_NV,4974
1729,Belknap_NH,3865
1730,Carroll_NH,3841
1731,Cheshire_NH,3823
1732,Coos_NH,3752
1733,Grafton_NH,3797
1734,Hillsborough_NH,3869
1735,Merrimack_NH,3861
1736,Rockingham_NH,3903
1737,Strafford_NH,3893
1738,Sullivan_NH,3811
1739,Atlantic_NJ,4031
1740,Bergen_NJ,3905
1741,Burlington_NJ,3993
1742,Camden_NJ,4002
1743,Cape May_NJ,4061
1744,Cumberland_NJ,4051
1745,Essex_NJ,3912
1746,Gloucester_NJ,4015
1747,Hudson_NJ,3930
1748,Hunterdon_NJ,3900
1749,Mercer_NJ,3948
1750,Middlesex_NJ,3943
1751,Monmouth_NJ,3962
1752,Morris_NJ,3878
1753,Ocean_NJ,3990
1754,Passaic_NJ,3876
1755,Salem_NJ,4036
1756,Somerset_NJ,3919
1757,Sussex_NJ,3839
1758,Union_NJ,3925
1759,Warren_NJ,3857
1760,Bernalillo_NM,5539
1761,Catron_NM,5530
1762,Chaves_NM,5462
1763,Cibola_NM,5479
1764,Colfax_NM,5208
1765,Curry_NM,5210
1766,De Baca_NM,5387
1767,Dona Ana_NM,5711
1768,Eddy_NM,5513
1769,Grant_NM,5651
1770,Guadalupe_NM,5392
1771,Harding_NM,5200
1772,Hidalgo_NM,5702
1773,Lea_NM,5375
1774,Lincoln_NM,5517
1775,Los Alamos_NM,5424
1776,Luna_NM,5723
1777,McKinley_NM,5406
1778,Mora_NM,5297
1779,Otero_NM,5613
1780,Quay_NM,5215
1781,Rio Arriba_NM,5361
1782,Roosevelt_NM,5274
1783,Sandoval_NM,5471
1784,San Juan_NM,5329
1785,San Miguel_NM,5339
1786,Santa Fe_NM,5451
1787,Sierra_NM,5658
1788,Socorro_NM,5594
1789,Taos_NM,5296
1790,Torrance_NM,5495
1791,Union_NM,5110
1792,Valencia_NM,5578
1793,Albany_NY,3771
1794,Allegany_NY,3685
1795,Bronx_NY,3920
1796,Broome_NY,3691
1797,Cattaraugus_NY,3697
1798,Cayuga_NY,3691
1799,Chautauqua_NY,3716
1800,Chemung_NY,3686
1801,Chenango_NY,3687
1802,Clinton_NY,3699
1803,Columbia_NY,3793
1804,Cortland_NY,3674
1805,Delaware_NY,3713
1806,Dutchess_NY,3817
1807,Erie_NY,3692
1808,Essex_NY,3702
1809,Franklin_NY,3688
1810,Fulton_NY,3727
1811,Genesee_NY,3682
1812,Greene_NY,3757
1813,Hamilton_NY,3690
1814,Herkimer_NY,3698
1815,Jefferson_NY,3707
1816,Kings_NY,3940
1817,Lewis_NY,3693
1818,Livingston_NY,3685
1819,Madison_NY,3693
1820,Monroe_NY,3691
1821,Montgomery_NY,3748
1822,Nassau_NY,3920
1823,New York_NY,3928
1824,Niagara_NY,3691
1825,Oneida_NY,3708
1826,Onondaga_NY,3697
1827,Ontario_NY,3685
1828,Orange_NY,3836
1829,Orleans_NY,3687
1830,Oswego_NY,3705
1831,Otsego_NY,3706
1832,Putnam_NY,3838
1833,Queens_NY,3934
1834,Rensselaer_NY,3778
1835,Richmond_NY,3939
1836,Rockland_NY,3876
1837,St. Lawrence_NY,3705
1838,Saratoga_NY,3760
1839,Schenectady_NY,3764
1840,Schoharie_NY,3733
1841,Schuyler_NY,3679
1842,Seneca_NY,3695
1843,Steuben_NY,3681
1844,Suffolk_NY,3884
1845,Sullivan_NY,3764
1846,Tioga_NY,3684
1847,Tompkins_NY,3680
1848,Ulster_NY,3782
1849,Warren_NY,3728
1850,Washington_NY,3769
1851,Wayne_NY,3697
1852,Westchester_NY,3875
1853,Wyoming_NY,3673
1854,Yates_NY,3684
1855,Alamance_NC,4403
1856,Alexander_NC,4321
1857,Alleghany_NC,4193
1858,Anson_NC,4472
1859,Ashe_NC,4162
1860,Avery_NC,4179
1861,Beaufort_NC,4336
1862,Bertie_NC,4293
1863,Bladen_NC,4485
1864,Brunswick_NC,4512
1865,Buncombe_NC,4253
1866,Burke_NC,4307
1867,Cabarrus_NC,4424
1868,Caldwell_NC,4285
1869,Camden_NC,4229
1870,Carteret_NC,4385
1871,Caswell_NC,4392
1872,Catawba_NC,4361
1873,Chatham_NC,4422
1874,Cherokee_NC,4293
1875,Chowan_NC,4265
1876,Clay_NC,4303
1877,Cleveland_NC,4393
1878,Columbus_NC,4511
1879,Craven_NC,4380
1880,Cumberland_NC,4461
1881,Currituck_NC,4223
1882,Dare_NC,4270
1883,Davidson_NC,4393
1884,Davie_NC,4367
1885,Duplin_NC,4438
1886,Durham_NC,4404
1887,Edgecombe_NC,4345
1888,Forsyth_NC,4358
1889,Franklin_NC,4375
1890,Gaston_NC,4414
1891,Gates_NC,4245
1892,Graham_NC,4248
1893,Granville_NC,4385
1894,Greene_NC,4383
1895,Guilford_NC,4386
1896,Halifax_NC,4323
1897,Harnett_NC,4438
1898,Haywood_NC,4218
1899,Henderson_NC,4309
1900,Hertford_NC,4267
1901,Hoke_NC,4468
1902,Hyde_NC,4303
1903,Iredell_NC,4361
1904,Jackson_NC,4266
1905,Johnston_NC,4413
1906,Jones_NC,4403
1907,Lee_NC,4436
1908,Lenoir_NC,4401
1909,Lincoln_NC,4387
1910,McDowell_NC,4290
1911,Macon_NC,4288
1912,Madison_NC,4205
1913,Martin_NC,4319
1914,Mecklenburg_NC,4431
1915,Mitchell_NC,4189
1916,Montgomery_NC,4442
1917,Moore_NC,4447
1918,Nash_NC,4365
1919,New Hanover_NC,4489
1920,Northampton_NC,4291
1921,Onslow_NC,4430
1922,Orange_NC,4402
1923,Pamlico_NC,4362
1924,Pasquotank_NC,4239
1925,Pender_NC,4470
1926,Perquimans_NC,4253
1927,Person_NC,4392
1928,Pitt_NC,4357
1929,Polk_NC,4368
1930,Randolph_NC,4413
1931,Richmond_NC,4471
1932,Robeson_NC,4494
1933,Rockingham_NC,4369
1934,Rowan_NC,4397
1935,Rutherford_NC,4362
1936,Sampson_NC,4451
1937,Scotland_NC,4483
1938,Stanly_NC,4439
1939,Stokes_NC,4330
1940,Surry_NC,4287
1941,Swain_NC,4227
1942,Transylvania_NC,4306
1943,Tyrrell_NC,4278
1944,Union_NC,4461
1945,Vance_NC,4369
1946,Wake_NC,4406
1947,Warren_NC,4346
1948,Washington_NC,4293
1949,Watauga_NC,4177
1950,Wayne_NC,4409
1951,Wilkes_NC,4273
1952,Wilson_NC,4380
1953,Yadkin_NC,4328
1954,Yancey_NC,4192
1955,Adams_ND,4093
1956,Barnes_ND,3871
1957,Benson_ND,3825
1958,Billings_ND,4015
1959,Bottineau_ND,3793
1960,Bowman_ND,4099
1961,Burke_ND,3813
1962,Burleigh_ND,3980
1963,Cass_ND,3845
1964,Cavalier_ND,3717
1965,Dickey_ND,3952
1966,Divide_ND,3821
1967,Dunn_ND,3977
1968,Eddy_ND,3841
1969,Emmons_ND,4029
1970,Foster_ND,3864
1971,Golden Valley_ND,4027
1972,Grand Forks_ND,3770
1973,Grant_ND,4064
1974,Griggs_ND,3834
1975,Hettinger_ND,4063
1976,Kidder_ND,3946
1977,LaMoure_ND,3928
1978,Logan_ND,3968
1979,McHenry_ND,3853
1980,McIntosh_ND,3990
1981,McKenzie_ND,3944
1982,McLean_ND,3932
1983,Mercer_ND,3977
1984,Morton_ND,4028
1985,Mountrail_ND,3876
1986,Nelson_ND,3789
1987,Oliver_ND,3988
1988,Pembina_ND,3700
1989,Pierce_ND,3830
1990,Ramsey_ND,3780
1991,Ransom_ND,3894
1992,Renville_ND,3816
1993,Richland_ND,3883
1994,Rolette_ND,3761
1995,Sargent_ND,3916
1996,Sheridan_ND,3910
1997,Sioux_ND,4073
1998,Slope_ND,4069
1999,Stark_ND,4030
2000,Steele_ND,3815
2001,Stutsman_ND,3906
2002,Towner_ND,3756
2003,Traill_ND,3800
2004,Walsh_ND,3738
2005,Ward_ND,3864
2006,Wells_ND,3885
2007,Williams_ND,3874
2008,Adams_OH,3935
2009,Allen_OH,3892
2010,Ashland_OH,3782
2011,Ashtabula_OH,3704
2012,Athens_OH,3841
2013,Auglaize_OH,3901
2014,Belmont_OH,3770
2015,Brown_OH,3955
2016,Butler_OH,3981
2017,Carroll_OH,3744
2018,Champaign_OH,3890
2019,Clark_OH,3902
2020,Clermont_OH,3971
2021,Clinton_OH,3924
2022,Columbiana_OH,3727
2023,Coshocton_OH,3786
2024,Crawford_OH,3824
2025,Cuyahoga_OH,3741
2026,Darke_OH,3935
2027,Defiance_OH,3868
2028,Delaware_OH,3837
2029,Erie_OH,3805
2030,Fairfield_OH,3832
2031,Fayette_OH,3892
2032,Franklin_OH,3848
2033,Fulton_OH,3861
2034,Gallia_OH,3890
2035,Geauga_OH,3703
2036,Greene_OH,3920
2037,Guernsey_OH,3782
2038,Hamilton_OH,3993
2039,Hancock_OH,3874
2040,Hardin_OH,3874
2041,Harrison_OH,3759
2042,Henry_OH,3877
2043,Highland_OH,3920
2044,Hocking_OH,3840
2045,Holmes_OH,3775
2046,Huron_OH,3803
2047,Jackson_OH,3882
2048,Jefferson_OH,3754
2049,Knox_OH,3798
2050,Lake_OH,3717
