,county_state,UV
2051,Lawrence_OH,3915
2052,Licking_OH,3810
2053,Logan_OH,3883
2054,Lorain_OH,3775
2055,Lucas_OH,3859
2056,Madison_OH,3875
2057,Mahoning_OH,3709
2058,Marion_OH,3845
2059,Medina_OH,3759
2060,Meigs_OH,3862
2061,Mercer_OH,3911
2062,Miami_OH,3927
2063,Monroe_OH,3785
2064,Montgomery_OH,3946
2065,Morgan_OH,3814
2066,Morrow_OH,3814
2067,Muskingum_OH,3800
2068,Noble_OH,3794
2069,Ottawa_OH,3839
2070,Paulding_OH,3878
2071,Perry_OH,3818
2072,Pickaway_OH,3864
2073,Pike_OH,3897
2074,Portage_OH,3717
2075,Preble_OH,3962
2076,Putnam_OH,3887
2077,Richland_OH,3795
2078,Ross_OH,3881
2079,Sandusky_OH,3841
2080,Scioto_OH,3913
2081,Seneca_OH,3841
2082,Shelby_OH,3910
2083,Stark_OH,3743
2084,Summit_OH,3740
2085,Trumbull_OH,3697
2086,Tuscarawas_OH,3765
2087,Union_OH,3862
2088,Van Wert_OH,3892
2089,Vinton_OH,3859
2090,Warren_OH,3954
2091,Washington_OH,3818
2092,Wayne_OH,3766
2093,Williams_OH,3848
2094,Wood_OH,3868
2095,Wyandot_OH,3854
2096,Adair_OK,4488
2097,Alfalfa_OK,4745
2098,Atoka_OK,4703
2099,Beaver_OK,4937
2100,Beckham_OK,4927
2101,Blaine_OK,4802
2102,Bryan_OK,4753
2103,Caddo_OK,4835
2104,Canadian_OK,4780
2105,Carter_OK,4812
2106,Cherokee_OK,4499
2107,Choctaw_OK,4695
2108,Cimarron_OK,5037
2109,Cleveland_OK,4743
2110,Coal_OK,4707
2111,Comanche_OK,4869
2112,Cotton_OK,4887
2113,Craig_OK,4433
2114,Creek_OK,4580
2115,Custer_OK,4863
2116,Delaware_OK,4448
2117,Dewey_OK,4845
2118,Ellis_OK,4898
2119,Garfield_OK,4702
2120,Garvin_OK,4780
2121,Grady_OK,4806
2122,Grant_OK,4674
2123,Greer_OK,4937
2124,Harmon_OK,4965
2125,Harper_OK,4882
2126,Haskell_OK,4575
2127,Hughes_OK,4656
2128,Jackson_OK,4946
2129,Jefferson_OK,4862
2130,Johnston_OK,4755
2131,Kay_OK,4588
2132,Kingfisher_OK,4755
2133,Kiowa_OK,4895
2134,Latimer_OK,4603
2135,Le Flore_OK,4578
2136,Lincoln_OK,4655
2137,Logan_OK,4701
2138,Love_OK,4832
2139,McClain_OK,4769
2140,McCurtain_OK,4631
2141,McIntosh_OK,4584
2142,Major_OK,4791
2143,Marshall_OK,4789
2144,Mayes_OK,4473
2145,Murray_OK,4773
2146,Muskogee_OK,4548
2147,Noble_OK,4634
2148,Nowata_OK,4448
2149,Okfuskee_OK,4621
2150,Oklahoma_OK,4724
2151,Okmulgee_OK,4573
2152,Osage_OK,4518
2153,Ottawa_OK,4418
2154,Pawnee_OK,4577
2155,Payne_OK,4631
2156,Pittsburg_OK,4632
2157,Pontotoc_OK,4721
2158,Pottawatomie_OK,4705
2159,Pushmataha_OK,4647
2160,Roger Mills_OK,4911
2161,Rogers_OK,4481
2162,Seminole_OK,4676
2163,Sequoyah_OK,4537
2164,Stephens_OK,4836
2165,Texas_OK,4989
2166,Tillman_OK,4921
2167,Tulsa_OK,4523
2168,Wagoner_OK,4518
2169,Washington_OK,4471
2170,Washita_OK,4877
2171,Woods_OK,4803
2172,Woodward_OK,4853
2173,Baker_OR,4177
2174,Benton_OR,3648
2175,Clackamas_OR,3766
2176,Clatsop_OR,3258
2177,Columbia_OR,3360
2178,Coos_OR,3879
2179,Crook_OR,4393
2180,Curry_OR,3907
2181,Deschutes_OR,4332
2182,Douglas_OR,4036
2183,Gilliam_OR,4238
2184,Grant_OR,4256
2185,Harney_OR,4481
2186,Hood River_OR,3858
2187,Jackson_OR,4300
2188,Jefferson_OR,4230
2189,Josephine_OR,4074
2190,Klamath_OR,4447
2191,Lake_OR,4555
2192,Lane_OR,3939
2193,Lincoln_OR,3538
2194,Linn_OR,3871
2195,Malheur_OR,4420
2196,Marion_OR,3750
2197,Morrow_OR,4204
2198,Multnomah_OR,3628
2199,Polk_OR,3549
2200,Sherman_OR,4194
2201,Tillamook_OR,3351
2202,Umatilla_OR,4109
2203,Union_OR,4078
2204,Wallowa_OR,4016
2205,Wasco_OR,4120
2206,Washington_OR,3443
2207,Wheeler_OR,4306
2208,Yamhill_OR,3489
2209,Adams_PA,3961
2210,Allegheny_PA,3776
2211,Armstrong_PA,3773
2212,Beaver_PA,3749
2213,Bedford_PA,3866
2214,Berks_PA,3897
2215,Blair_PA,3826
2216,Bradford_PA,3701
2217,Bucks_PA,3924
2218,Butler_PA,3749
2219,Cambria_PA,3798
2220,Cameron_PA,3747
2221,Carbon_PA,3804
2222,Centre_PA,3794
2223,Chester_PA,3973
2224,Clarion_PA,3752
2225,Clearfield_PA,3778
2226,Clinton_PA,3762
2227,Columbia_PA,3789
2228,Crawford_PA,3716
2229,Cumberland_PA,3920
2230,Dauphin_PA,3890
2231,Delaware_PA,3988
2232,Elk_PA,3745
2233,Erie_PA,3726
2234,Fayette_PA,3789
2235,Forest_PA,3740
2236,Franklin_PA,3935
2237,Fulton_PA,3910
2238,Greene_PA,3777
2239,Huntingdon_PA,3858
2240,Indiana_PA,3789
2241,Jefferson_PA,3762
2242,Juniata_PA,3861
2243,Lackawanna_PA,3741
2244,Lancaster_PA,3956
2245,Lawrence_PA,3723
2246,Lebanon_PA,3902
2247,Lehigh_PA,3867
2248,Luzerne_PA,3766
2249,Lycoming_PA,3746
2250,McKean_PA,3718
2251,Mercer_PA,3710
2252,Mifflin_PA,3843
2253,Monroe_PA,3798
2254,Montgomery_PA,3941
2255,Montour_PA,3800
2256,Northampton_PA,3855
2257,Northumberland_PA,3823
2258,Perry_PA,3882
2259,Philadelphia_PA,3977
2260,Pike_PA,3786
2261,Potter_PA,3708
2262,Schuylkill_PA,3836
2263,Snyder_PA,3831
2264,Somerset_PA,3807
2265,Sullivan_PA,3716
2266,Susquehanna_PA,3705
2267,Tioga_PA,3701
2268,Union_PA,3801
2269,Venango_PA,3732
2270,Warren_PA,3726
2271,Washington_PA,3773
2272,Wayne_PA,3738
2273,Westmoreland_PA,3792
2274,Wyoming_PA,3728
2275,York_PA,3964
2276,Bristol_RI,3893
2277,Kent_RI,3872
2278,Newport_RI,3894
2279,Providence_RI,3872
2280,Washington_RI,3876
2281,Abbeville_SC,4513
2282,Aiken_SC,4549
2283,Allendale_SC,4579
2284,Anderson_SC,4476
2285,Bamberg_SC,4571
2286,Barnwell_SC,4565
2287,Beaufort_SC,4608
2288,Berkeley_SC,4585
2289,Calhoun_SC,4549
2290,Charleston_SC,4601
2291,Cherokee_SC,4434
2292,Chester_SC,4480
2293,Chesterfield_SC,4495
2294,Clarendon_SC,4558
2295,Colleton_SC,4593
2296,Darlington_SC,4519
2297,Dillon_SC,4515
2298,Dorchester_SC,4587
2299,Edgefield_SC,4540
2300,Fairfield_SC,4502
2301,Florence_SC,4540
2302,Georgetown_SC,4571
2303,Greenville_SC,4424
2304,Greenwood_SC,4518
2305,Hampton_SC,4590
2306,Horry_SC,4540
2307,Jasper_SC,4602
2308,Kershaw_SC,4511
2309,Lancaster_SC,4482
2310,Laurens_SC,4491
2311,Lee_SC,4527
2312,Lexington_SC,4529
2313,McCormick_SC,4539
2314,Marion_SC,4535
2315,Marlboro_SC,4503
2316,Newberry_SC,4508
2317,Oconee_SC,4423
2318,Orangeburg_SC,4562
2319,Pickens_SC,4414
2320,Richland_SC,4528
2321,Saluda_SC,4524
2322,Spartanburg_SC,4438
2323,Sumter_SC,4541
2324,Union_SC,4477
2325,Williamsburg_SC,4563
2326,York_SC,4452
2327,Aurora_SD,4131
2328,Beadle_SD,4061
2329,Bennett_SD,4272
2330,Bon Homme_SD,4176
2331,Brookings_SD,3990
2332,Brown_SD,3984
2333,Brule_SD,4156
2334,Buffalo_SD,4131
2335,Butte_SD,4201
2336,Campbell_SD,4058
2337,Charles Mix_SD,4184
2338,Clark_SD,3991
2339,Clay_SD,4126
2340,Codington_SD,3958
2341,Corson_SD,4105
2342,Custer_SD,4263
2343,Davison_SD,4120
2344,Day_SD,3951
2345,Deuel_SD,3956
2346,Dewey_SD,4132
2347,Douglas_SD,4155
2348,Edmunds_SD,4034
2349,Fall River_SD,4320
2350,Faulk_SD,4055
2351,Grant_SD,3940
2352,Gregory_SD,4204
2353,Haakon_SD,4213
2354,Hamlin_SD,3983
2355,Hand_SD,4083
2356,Hanson_SD,4103
2357,Harding_SD,4143
2358,Hughes_SD,4148
2359,Hutchinson_SD,4132
2360,Hyde_SD,4105
2361,Jackson_SD,4252
2362,Jerauld_SD,4100
2363,Jones_SD,4205
2364,Kingsbury_SD,4019
2365,Lake_SD,4031
2366,Lawrence_SD,4191
2367,Lincoln_SD,4077
2368,Lyman_SD,4177
2369,McCook_SD,4077
2370,McPherson_SD,4008
2371,Marshall_SD,3930
2372,Meade_SD,4217
2373,Mellette_SD,4232
2374,Miner_SD,4058
2375,Minnehaha_SD,4047
2376,Moody_SD,4013
2377,Pennington_SD,4239
2378,Perkins_SD,4144
2379,Potter_SD,4094
2380,Roberts_SD,3918
2381,Sanborn_SD,4086
2382,Shannon_SD,4299
2383,Spink_SD,4028
2384,Stanley_SD,4180
2385,Sully_SD,4130
2386,Todd_SD,4247
2387,Tripp_SD,4216
2388,Turner_SD,4099
2389,Union_SD,4108
2390,Walworth_SD,4076
2391,Yankton_SD,4145
2392,Ziebach_SD,4168
2393,Anderson_TN,4179
2394,Bedford_TN,4300
2395,Benton_TN,4358
2396,Bledsoe_TN,4212
2397,Blount_TN,4237
2398,Bradley_TN,4287
2399,Campbell_TN,4140
2400,Cannon_TN,4250
2401,Carroll_TN,4383
2402,Carter_TN,4159
2403,Cheatham_TN,4293
2404,Chester_TN,4422
2405,Claiborne_TN,4133
2406,Clay_TN,4182
2407,Cocke_TN,4211
2408,Coffee_TN,4270
2409,Crockett_TN,4429
2410,Cumberland_TN,4177
2411,Davidson_TN,4283
2412,Decatur_TN,4386
2413,DeKalb_TN,4229
2414,Dickson_TN,4311
2415,Dyer_TN,4425
2416,Fayette_TN,4477
2417,Fentress_TN,4152
2418,Franklin_TN,4295
2419,Gibson_TN,4407
2420,Giles_TN,4347
2421,Grainger_TN,4166
2422,Greene_TN,4183
2423,Grundy_TN,4240
2424,Hamblen_TN,4178
2425,Hamilton_TN,4269
2426,Hancock_TN,4127
2427,Hardeman_TN,4453
2428,Hardin_TN,4409
2429,Hawkins_TN,4145
2430,Haywood_TN,4450
2431,Henderson_TN,4397
2432,Henry_TN,4353
2433,Hickman_TN,4338
2434,Houston_TN,4325
2435,Humphreys_TN,4342
2436,Jackson_TN,4200
2437,Jefferson_TN,4203
2438,Johnson_TN,4143
2439,Knox_TN,4207
2440,Lake_TN,4408
2441,Lauderdale_TN,4453
2442,Lawrence_TN,4360
2443,Lewis_TN,4349
2444,Lincoln_TN,4331
2445,Loudon_TN,4234
2446,McMinn_TN,4262
2447,McNairy_TN,4431
2448,Macon_TN,4205
2449,Madison_TN,4424
2450,Marion_TN,4271
2451,Marshall_TN,4321
2452,Maury_TN,4329
2453,Meigs_TN,4247
2454,Monroe_TN,4259
2455,Montgomery_TN,4296
2456,Moore_TN,4306
2457,Morgan_TN,4169
2458,Obion_TN,4392
2459,Overton_TN,4172
2460,Perry_TN,4368
2461,Pickett_TN,4157
2462,Polk_TN,4294
2463,Putnam_TN,4194
2464,Rhea_TN,4225
2465,Roane_TN,4215
2466,Robertson_TN,4263
2467,Rutherford_TN,4279
2468,Scott_TN,4141
2469,Sequatchie_TN,4231
2470,Sevier_TN,4217
2471,Shelby_TN,4499
2472,Smith_TN,4225
2473,Stewart_TN,4319
2474,Sullivan_TN,4145
2475,Sumner_TN,4241
2476,Tipton_TN,4474
2477,Trousdale_TN,4230
2478,Unicoi_TN,4170
2479,Union_TN,4164
2480,Van Buren_TN,4210
2481,Warren_TN,4239
2482,Washington_TN,4169
2483,Wayne_TN,4379
2484,Weakley_TN,4377
2485,White_TN,4206
2486,Williamson_TN,4301
2487,Wilson_TN,4252
2488,Anderson_TX,4712
2489,Andrews_TX,5336
2490,Angelina_TX,4631
2491,Aransas_TX,4556
2492,Archer_TX,4946
2493,Armstrong_TX,5022
2494,Atascosa_TX,4882
2495,Austin_TX,4569
2496,Bailey_TX,5190
2497,Bandera_TX,5020
2498,Bastrop_TX,4773
2499,Baylor_TX,4983
2500,Bee_TX,4683
2501,Bell_TX,4865
2502,Bexar_TX,4930
2503,Blanco_TX,4946
2504,Borden_TX,5174
2505,Bosque_TX,4918
2506,Bowie_TX,4642
2507,Brazoria_TX,4451
2508,Brazos_TX,4657
2509,Brewster_TX,5439
2510,Briscoe_TX,5033
2511,Brooks_TX,4743
2512,Brown_TX,5032
2513,Burleson_TX,4687
2514,Burnet_TX,4941
2515,Caldwell_TX,4810
2516,Calhoun_TX,4538
2517,Callahan_TX,5047
2518,Cameron_TX,4736
2519,Camp_TX,4689
2520,Carson_TX,5005
2521,Cass_TX,4644
2522,Castro_TX,5098
2523,Chambers_TX,4488
2524,Cherokee_TX,4681
2525,Childress_TX,4998
2526,Clay_TX,4905
2527,Cochran_TX,5230
2528,Coke_TX,5133
2529,Coleman_TX,5064
2530,Collin_TX,4821
2531,Collingsworth_TX,4976
2532,Colorado_TX,4590
2533,Comal_TX,4913
2534,Comanche_TX,4996
2535,Concho_TX,5092
2536,Cooke_TX,4848
2537,Coryell_TX,4918
2538,Cottle_TX,5021
2539,Crane_TX,5384
2540,Crockett_TX,5249
2541,Crosby_TX,5084
2542,Culberson_TX,5564
2543,Dallam_TX,5065
2544,Dallas_TX,4854
2545,Dawson_TX,5220
2546,Deaf Smith_TX,5109
2547,Delta_TX,4734
2548,Denton_TX,4870
2549,DeWitt_TX,4689
2550,Dickens_TX,5061
2551,Dimmit_TX,5036
2552,Donley_TX,4998
2553,Duval_TX,4781
2554,Eastland_TX,5009
2555,Ector_TX,5359
2556,Edwards_TX,5126
2557,Ellis_TX,4850
2558,El Paso_TX,5713
2559,Erath_TX,4965
2560,Falls_TX,4808
2561,Fannin_TX,4761
2562,Fayette_TX,4681
2563,Fisher_TX,5100
2564,Floyd_TX,5050
2565,Foard_TX,5000
2566,Fort Bend_TX,4480
2567,Franklin_TX,4703
2568,Freestone_TX,4749
2569,Frio_TX,4971
2570,Gaines_TX,5296
2571,Galveston_TX,4453
2572,Garza_TX,5128
2573,Gillespie_TX,5001
2574,Glasscock_TX,5233
2575,Goliad_TX,4656
2576,Gonzales_TX,4752
2577,Gray_TX,4976
2578,Grayson_TX,4807
2579,Gregg_TX,4678
2580,Grimes_TX,4598
2581,Guadalupe_TX,4848
2582,Hale_TX,5087
2583,Hall_TX,5022
2584,Hamilton_TX,4955
2585,Hansford_TX,4995
2586,Hardeman_TX,4981
2587,Hardin_TX,4550
2588,Harris_TX,4475
2589,Harrison_TX,4649
2590,Hartley_TX,5085
2591,Haskell_TX,5041
2592,Hays_TX,4888
2593,Hemphill_TX,4944
2594,Henderson_TX,4751
2595,Hidalgo_TX,4782
2596,Hill_TX,4872
2597,Hockley_TX,5175
2598,Hood_TX,4941
2599,Hopkins_TX,4731
2600,Houston_TX,4656
2601,Howard_TX,5204
2602,Hudspeth_TX,5639
2603,Hunt_TX,4777
2604,Hutchinson_TX,5006
2605,Irion_TX,5184
2606,Jack_TX,4932
2607,Jackson_TX,4555
2608,Jasper_TX,4594
2609,Jeff Davis_TX,5509
2610,Jefferson_TX,4530
2611,Jim Hogg_TX,4814
2612,Jim Wells_TX,4707
2613,Johnson_TX,4902
2614,Jones_TX,5072
2615,Karnes_TX,4760
2616,Kaufman_TX,4804
2617,Kendall_TX,4969
2618,Kenedy_TX,4678
2619,Kent_TX,5098
2620,Kerr_TX,5032
2621,Kimble_TX,5077
2622,King_TX,5044
2623,Kinney_TX,5152
2624,Kleberg_TX,4646
2625,Knox_TX,5018
2626,Lamar_TX,4714
2627,Lamb_TX,5138
2628,Lampasas_TX,4959
2629,La Salle_TX,4931
2630,Lavaca_TX,4641
2631,Lee_TX,4728
2632,Leon_TX,4696
2633,Liberty_TX,4509
2634,Limestone_TX,4782
2635,Lipscomb_TX,4932
2636,Live Oak_TX,4752
2637,Llano_TX,4999
2638,Loving_TX,5484
2639,Lubbock_TX,5121
2640,Lynn_TX,5161
2641,McCulloch_TX,5056
2642,McLennan_TX,4861
2643,McMullen_TX,4838
2644,Madison_TX,4651
2645,Marion_TX,4649
2646,Martin_TX,5262
2647,Mason_TX,5043
2648,Matagorda_TX,4481
2649,Maverick_TX,5128
2650,Medina_TX,5001
2651,Menard_TX,5082
2652,Midland_TX,5301
2653,Milam_TX,4775
2654,Mills_TX,4995
2655,Mitchell_TX,5158
2656,Montague_TX,4879
2657,Montgomery_TX,4522
2658,Moore_TX,5034
2659,Morris_TX,4669
2660,Motley_TX,5039
2661,Nacogdoches_TX,4648
2662,Navarro_TX,4807
2663,Newton_TX,4598
2664,Nolan_TX,5107
2665,Nueces_TX,4625
2666,Ochiltree_TX,4963
2667,Oldham_TX,5104
2668,Orange_TX,4565
2669,Palo Pinto_TX,4967
2670,Panola_TX,4645
2671,Parker_TX,4929
2672,Parmer_TX,5149
2673,Pecos_TX,5400
2674,Polk_TX,4583
2675,Potter_TX,5048
2676,Presidio_TX,5528
2677,Rains_TX,4755
2678,Randall_TX,5051
2679,Reagan_TX,5249
2680,Real_TX,5074
2681,Red River_TX,4677
2682,Reeves_TX,5512
2683,Refugio_TX,4588
2684,Roberts_TX,4976
2685,Robertson_TX,4728
2686,Rockwall_TX,4815
2687,Runnels_TX,5099
2688,Rusk_TX,4667
2689,Sabine_TX,4616
2690,San Augustine_TX,4625
2691,San Jacinto_TX,4552
2692,San Patricio_TX,4615
2693,San Saba_TX,5014
2694,Schleicher_TX,5142
2695,Scurry_TX,5130
2696,Shackelford_TX,5037
2697,Shelby_TX,4634
2698,Sherman_TX,5023
2699,Smith_TX,4706
2700,Somervell_TX,4938
2701,Starr_TX,4844
2702,Stephens_TX,5003
2703,Sterling_TX,5179
2704,Stonewall_TX,5070
2705,Sutton_TX,5150
2706,Swisher_TX,5055
2707,Tarrant_TX,4898
2708,Taylor_TX,5080
2709,Terrell_TX,5339
2710,Terry_TX,5217
2711,Throckmorton_TX,5007
2712,Titus_TX,4684
2713,Tom Green_TX,5135
2714,Travis_TX,4869
2715,Trinity_TX,4621
2716,Tyler_TX,4589
2717,Upshur_TX,4686
2718,Upton_TX,5318
2719,Uvalde_TX,5075
2720,Val Verde_TX,5238
2721,Van Zandt_TX,4757
2722,Victoria_TX,4601
2723,Walker_TX,4589
2724,Waller_TX,4537
2725,Ward_TX,5451
2726,Washington_TX,4621
2727,Webb_TX,4934
2728,Wharton_TX,4522
2729,Wheeler_TX,4955
2730,Wichita_TX,4926
2731,Wilbarger_TX,4960
2732,Willacy_TX,4715
2733,Williamson_TX,4857
2734,Wilson_TX,4834
2735,Winkler_TX,5423
2736,Wise_TX,4903
2737,Wood_TX,4720
2738,Yoakum_TX,5272
2739,Young_TX,4971
2740,Zapata_TX,4899
2741,Zavala_TX,5062
2742,Beaver_UT,4949
2743,Box Elder_UT,4481
2744,Cache_UT,4436
2745,Carbon_UT,4728
2746,Daggett_UT,4619
2747,Davis_UT,4553
2748,Duchesne_UT,4633
2749,Emery_UT,4846
2750,Garfield_UT,4939
2751,Grand_UT,4921
2752,Iron_UT,5026
2753,Juab_UT,4733
2754,Kane_UT,5029
2755,Millard_UT,4854
2756,Morgan_UT,4497
2757,Piute_UT,4842
2758,Rich_UT,4461
2759,Salt Lake_UT,4569
2760,San Juan_UT,5078
2761,Sanpete_UT,4714
2762,Sevier_UT,4794
2763,Summit_UT,4511
2764,Tooele_UT,4637
2765,Uintah_UT,4750
2766,Utah_UT,4635
2767,Wasatch_UT,4575
2768,Washington_UT,5167
2769,Wayne_UT,4916
2770,Weber_UT,4496
2771,Addison_VT,3742
2772,Bennington_VT,3755
2773,Caledonia_VT,3752
2774,Chittenden_VT,3727
2775,Essex_VT,3742
2776,Franklin_VT,3716
2777,Grand Isle_VT,3725
2778,Lamoille_VT,3718
2779,Orange_VT,3768
2780,Orleans_VT,3723
2781,Rutland_VT,3754
2782,Washington_VT,3736
2783,Windham_VT,3783
2784,Windsor_VT,3776
2785,Accomack_VA,4144
2786,Albemarle_VA,4192
2787,Alleghany_VA,4096
2788,Amelia_VA,4271
2789,Amherst_VA,4260
2790,Appomattox_VA,4320
2791,Arlington_VA,4102
2792,Augusta_VA,4093
2793,Bath_VA,4046
2794,Bedford_VA,4291
2795,Bland_VA,4098
2796,Botetourt_VA,4194
2797,Brunswick_VA,4301
2798,Buchanan_VA,4045
2799,Buckingham_VA,4280
2800,Campbell_VA,4348
2801,Caroline_VA,4180
2802,Carroll_VA,4203
2803,Charles City_VA,4203
2804,Charlotte_VA,4353
2805,Chesterfield_VA,4236
2806,Clarke_VA,4044
2807,Craig_VA,4140
2808,Culpeper_VA,4138
2809,Cumberland_VA,4276
2810,Dickenson_VA,4050
2811,Dinwiddie_VA,4259
2812,Essex_VA,4169
2813,Fairfax_VA,4109
2814,Fauquier_VA,4106
2815,Floyd_VA,4208
2816,Fluvanna_VA,4231
2817,Franklin_VA,4294
2818,Frederick_VA,4001
2819,Giles_VA,4111
2820,Gloucester_VA,4177
2821,Goochland_VA,4231
2822,Grayson_VA,4156
2823,Greene_VA,4127
2824,Greensville_VA,4282
2825,Halifax_VA,4382
2826,Hanover_VA,4204
2827,Henrico_VA,4214
2828,Henry_VA,4335
2829,Highland_VA,3959
2830,Isle of Wight_VA,4213
2831,James City_VA,4191
2832,King and Queen_VA,4177
2833,King George_VA,4159
2834,King William_VA,4187
2835,Lancaster_VA,4162
2836,Lee_VA,4096
2837,Loudoun_VA,4069
2838,Louisa_VA,4202
2839,Lunenburg_VA,4323
2840,Madison_VA,4119
2841,Mathews_VA,4172
2842,Mecklenburg_VA,4352
2843,Middlesex_VA,4170
2844,Montgomery_VA,4183
2845,Nelson_VA,4225
2846,New Kent_VA,4193
2847,Northampton_VA,4164
2848,Northumberland_VA,4154
2849,Nottoway_VA,4292
2850,Orange_VA,4169
2851,Page_VA,4062
2852,Patrick_VA,4278
2853,Pittsylvania_VA,4367
2854,Powhatan_VA,4249
2855,Prince Edward_VA,4319
2856,Prince George_VA,4221
2857,Prince William_VA,4123
2858,Pulaski_VA,4163
2859,Rappahannock_VA,4083
2860,Richmond_VA,4161
2861,Roanoke_VA,4214
2862,Rockbridge_VA,4167
2863,Rockingham_VA,4037
2864,Russell_VA,4078
2865,Scott_VA,4100
2866,Shenandoah_VA,4017
2867,Smyth_VA,4114
2868,Southampton_VA,4245
2869,Spotsylvania_VA,4175
2870,Stafford_VA,4152
2871,Surry_VA,4207
2872,Sussex_VA,4241
2873,Tazewell_VA,4068
2874,Warren_VA,4052
2875,Washington_VA,4118
2876,Westmoreland_VA,4156
2877,Wise_VA,4050
2878,Wythe_VA,4145
2879,York_VA,4187
2880,Alexandria_VA,4111
2881,Bedford_VA,4297
2882,Bristol_VA,4133
2883,Buena Vista_VA,4224
2884,Charlottesville_VA,4199
2885,Chesapeake_VA,4211
2886,Colonial Heights_VA,4231
2887,Covington_VA,4120
2888,Danville_VA,4386
2889,Emporia_VA,4280
2890,Fairfax_VA,4105
2891,Falls Church_VA,4101
2892,Franklin_VA,4239
2893,Fredericksburg_VA,4167
2894,Galax_VA,4198
2895,Hampton_VA,4190
2896,Harrisonburg_VA,4067
2897,Hopewell_VA,4221
2898,Lexington_VA,4194
2899,Lynchburg_VA,4319
2900,Manassas_VA,4122
2901,Manassas Park_VA,4120
2902,Martinsville_VA,4337
2903,Newport News_VA,4192
2904,Norfolk_VA,4195
2905,Norton_VA,4058
2906,Petersburg_VA,4232
2907,Poquoson_VA,4186
2908,Portsmouth_VA,4202
2909,Radford_VA,4178
2910,Richmond_VA,4219
2911,Roanoke_VA,4249
2912,Salem_VA,4229
2913,Staunton_VA,4113
2914,Suffolk_VA,4222
2915,Virginia Beach_VA,4199
2916,Waynesboro_VA,4153
2917,Williamsburg_VA,4189
2918,Winchester_VA,4018
2919,Adams_WA,3968
2920,Asotin_WA,3975
2921,Benton_WA,4125
2922,Chelan_WA,3634
2923,Clallam_WA,3012
2924,Clark_WA,3550
2925,Columbia_WA,3983
2926,Cowlitz_WA,3400
2927,Douglas_WA,3829
2928,Ferry_WA,3701
2929,Franklin_WA,4054
2930,Garfield_WA,3959
2931,Grant_WA,3964
2932,Grays Harbor_WA,3114
2933,Island_WA,3234
2934,Jefferson_WA,3044
2935,King_WA,3458
2936,Kitsap_WA,3244
2937,Kittitas_WA,3806
2938,Klickitat_WA,4051
2939,Lewis_WA,3425
2940,Lincoln_WA,3870
2941,Mason_WA,3149
2942,Okanogan_WA,3607
2943,Pacific_WA,3176
2944,Pend Oreille_WA,3669
2945,Pierce_WA,3427
2946,San Juan_WA,3117
2947,Skagit_WA,3324
2948,Skamania_WA,3646
2949,Snohomish_WA,3394
2950,Spokane_WA,3826
2951,Stevens_WA,3726
2952,Thurston_WA,3285
2953,Wahkiakum_WA,3245
2954,Walla Walla_WA,4057
2955,Whatcom_WA,3265
2956,Whitman_WA,3923
2957,Yakima_WA,3934
2958,Barbour_WV,3799
2959,Berkeley_WV,3991
2960,Boone_WV,3969
2961,Braxton_WV,3874
2962,Brooke_WV,3766
2963,Cabell_WV,3929
2964,Calhoun_WV,3865
2965,Clay_WV,3915
2966,Doddridge_WV,3807
2967,Fayette_WV,3967
2968,Gilmer_WV,3848
2969,Grant_WV,3874
2970,Greenbrier_WV,3997
2971,Hampshire_WV,3942
2972,Hancock_WV,3753
2973,Hardy_WV,3943
2974,Harrison_WV,3798
2975,Jackson_WV,3880
2976,Jefferson_WV,4028
2977,Kanawha_WV,3938
2978,Lewis_WV,3827
2979,Lincoln_WV,3954
2980,Logan_WV,3987
2981,McDowell_WV,4048
2982,Marion_WV,3785
2983,Marshall_WV,3774
2984,Mason_WV,3893
2985,Mercer_WV,4062
2986,Mineral_WV,3890
2987,Mingo_WV,3999
2988,Monongalia_WV,3784
2989,Monroe_WV,4085
2990,Morgan_WV,3954
2991,Nicholas_WV,3923
2992,Ohio_WV,3768
2993,Pendleton_WV,3914
2994,Pleasants_WV,3815
2995,Pocahontas_WV,3912
2996,Preston_WV,3787
2997,Putnam_WV,3919
2998,Raleigh_WV,3998
2999,Randolph_WV,3823
3000,Ritchie_WV,3827
3001,Roane_WV,3887
3002,Summers_WV,4042
3003,Taylor_WV,3792
3004,Tucker_WV,3803
3005,Tyler_WV,3800
3006,Upshur_WV,3820
3007,Wayne_WV,3956
3008,Webster_WV,3877
3009,Wetzel_WV,3783
3010,Wirt_WV,3852
3011,Wood_WV,3839
3012,Wyoming_WV,4018
3013,Adams_WI,3854
3014,Ashland_WI,3685
3015,Barron_WI,3770
3016,Bayfield_WI,3692
3017,Brown_WI,3801
3018,Buffalo_WI,3822
3019,Burnett_WI,3780
3020,Calumet_WI,3834
3021,Chippewa_WI,3773
3022,Clark_WI,3789
3023,Columbia_WI,3887
3024,Crawford_WI,3892
3025,Dane_WI,3900
3026,Dodge_WI,3880
3027,Door_WI,3736
3028,Douglas_WI,3728
3029,Dunn_WI,3797
3030,Eau Claire_WI,3794
3031,Florence_WI,3664
3032,Fond du Lac_WI,3858
3033,Forest_WI,3683
3034,Grant_WI,3911
3035,Green_WI,3910
3036,Green Lake_WI,3868
3037,Iowa_WI,3902
3038,Iron_WI,3665
3039,Jackson_WI,3823
3040,Jefferson_WI,3894
3041,Juneau_WI,3856
3042,Kenosha_WI,3880
3043,Kewaunee_WI,3781
3044,La Crosse_WI,3854
