,county_state,poppct_urban,poppct_rural
2238,Union_OR,57.9,42.1
2239,Wallowa_OR,0.0,100.0
2240,Wasco_OR,66.93,33.07
2241,Washington_OR,94.41,5.59
2242,Wheeler_OR,0.0,100.0
2243,Yamhill_OR,77.4,22.6
2244,Adams_PA,46.32,53.68
2245,Allegheny_PA,97.51,2.49
2246,Armstrong_PA,32.51,67.49
2247,Beaver_PA,74.17,25.83
2248,Bedford_PA,16.21,83.79
2249,Berks_PA,76.26,23.74
2250,Blair_PA,76.57,23.43
2251,Bradford_PA,27.83,72.17
2252,Bucks_PA,91.17,8.83
2253,Butler_PA,58.04,41.96
2254,Cambria_PA,67.99,32.01
2255,Cameron_PA,52.65,47.35
2256,Carbon_PA,52.84,47.16
2257,Centre_PA,67.78,32.22
2258,Chester_PA,86.72,13.28
2259,Clarion_PA,23.44,76.56
2260,Clearfield_PA,46.15,53.85
2261,Clinton_PA,54.31,45.69
2262,Columbia_PA,59.15,40.85
2263,Crawford_PA,36.3,63.7
2264,Cumberland_PA,77.82,22.18
2265,Dauphin_PA,86.68,13.32
2266,Delaware_PA,99.54,0.46
2267,Elk_PA,44.32,55.68
2268,Erie_PA,79.98,20.02
2269,Fayette_PA,52.1,47.9
2270,Forest_PA,0.0,100.0
2271,Franklin_PA,59.65,40.35
2272,Fulton_PA,0.0,100.0
2273,Greene_PA,33.17,66.83
2274,Huntingdon_PA,31.34,68.66
2275,Indiana_PA,39.93,60.07
2276,Jefferson_PA,38.54,61.46
2277,Juniata_PA,17.75,82.25
2278,Lackawanna_PA,83.69,16.31
2279,Lancaster_PA,78.74,21.26
2280,Lawrence_PA,59.68,40.32
2281,Lebanon_PA,73.44,26.56
2282,Lehigh_PA,92.07,7.93
2283,Luzerne_PA,80.02,19.98
2284,Lycoming_PA,63.72,36.28
2285,McKean_PA,36.46,63.54
2286,Mercer_PA,55.51,44.49
2287,Mifflin_PA,49.53,50.47
2288,Monroe_PA,61.65,38.35
2289,Montgomery_PA,97.07,2.93
2290,Montour_PA,46.23,53.77
2291,Northampton_PA,87.23,12.77
2292,Northumberland_PA,65.14,34.86
2293,Perry_PA,11.5,88.5
2294,Philadelphia_PA,100.0,0.0
2295,Pike_PA,29.24,70.76
2296,Potter_PA,0.0,100.0
2297,Schuylkill_PA,63.54,36.46
2298,Snyder_PA,33.18,66.82
2299,Somerset_PA,29.2,70.8
2300,Sullivan_PA,0.0,100.0
2301,Susquehanna_PA,15.97,84.03
2302,Tioga_PA,9.89,90.11
2303,Union_PA,57.19,42.81
2304,Venango_PA,45.24,54.76
2305,Warren_PA,44.96,55.04
2306,Washington_PA,69.18,30.82
2307,Wayne_PA,11.91,88.09
2308,Westmoreland_PA,74.64,25.36
2309,Wyoming_PA,16.54,83.46
2310,York_PA,75.28,24.72
2311,Bristol_RI,98.86,1.14
2312,Kent_RI,92.01,7.99
2313,Newport_RI,87.91,12.09
2314,Providence_RI,94.49,5.51
2315,Washington_RI,69.18,30.82
2316,Abbeville_SC,21.42,78.58
2317,Aiken_SC,63.0,37.0
2318,Allendale_SC,31.74,68.26
2319,Anderson_SC,62.07,37.93
2320,Bamberg_SC,45.49,54.51
2321,Barnwell_SC,17.46,82.54
2322,Beaufort_SC,80.35,19.65
2323,Berkeley_SC,71.05,28.95
2324,Calhoun_SC,0.0,100.0
2325,Charleston_SC,89.12,10.88
2326,Cherokee_SC,38.95,61.05
2327,Chester_SC,28.22,71.78
2328,Chesterfield_SC,26.23,73.77
2329,Clarendon_SC,14.29,85.71
2330,Colleton_SC,24.43,75.57
2331,Darlington_SC,42.24,57.76
2332,Dillon_SC,30.49,69.51
2333,Dorchester_SC,80.52,19.48
2334,Edgefield_SC,26.69,73.31
2335,Fairfield_SC,21.69,78.31
2336,Florence_SC,61.48,38.52
2337,Georgetown_SC,58.48,41.52
2338,Greenville_SC,87.39,12.61
2339,Greenwood_SC,60.25,39.75
2340,Hampton_SC,21.53,78.47
2341,Horry_SC,69.62,30.38
2342,Jasper_SC,33.33,66.67
2343,Kershaw_SC,42.32,57.68
2344,Lancaster_SC,50.05,49.95
2345,Laurens_SC,35.81,64.19
2346,Lee_SC,28.05,71.95
2347,Lexington_SC,74.72,25.28
2348,McCormick_SC,0.0,100.0
2349,Marion_SC,39.25,60.75
2350,Marlboro_SC,44.95,55.05
2351,Newberry_SC,32.15,67.85
2352,Oconee_SC,35.08,64.92
2353,Orangeburg_SC,36.22,63.78
2354,Pickens_SC,64.21,35.79
2355,Richland_SC,90.93,9.07
2356,Saluda_SC,19.47,80.53
2357,Spartanburg_SC,72.57,27.43
2358,Sumter_SC,68.03,31.97
2359,Union_SC,34.64,65.36
2360,Williamsburg_SC,18.06,81.94
2361,York_SC,77.05,22.95
2362,Aurora_SD,0.0,100.0
2363,Beadle_SD,72.63,27.37
2364,Bennett_SD,0.0,100.0
2365,Bon Homme_SD,0.0,100.0
2366,Brookings_SD,70.33,29.67
2367,Brown_SD,71.11,28.89
2368,Brule_SD,0.0,100.0
2369,Buffalo_SD,0.0,100.0
2370,Butte_SD,51.83,48.17
2371,Campbell_SD,0.0,100.0
2372,Charles Mix_SD,0.0,100.0
2373,Clark_SD,0.0,100.0
2374,Clay_SD,75.68,24.32
2375,Codington_SD,77.54,22.46
2376,Corson_SD,0.0,100.0
2377,Custer_SD,0.0,100.0
2378,Davison_SD,76.68,23.32
2379,Day_SD,0.0,100.0
2380,Deuel_SD,0.0,100.0
2381,Dewey_SD,35.92,64.08
2382,Douglas_SD,0.0,100.0
2383,Edmunds_SD,0.0,100.0
2384,Fall River_SD,50.04,49.96
2385,Faulk_SD,0.0,100.0
2386,Grant_SD,44.63,55.37
2387,Gregory_SD,0.0,100.0
2388,Haakon_SD,0.0,100.0
2389,Hamlin_SD,0.0,100.0
2390,Hand_SD,0.0,100.0
2391,Hanson_SD,0.0,100.0
2392,Harding_SD,0.0,100.0
2393,Hughes_SD,74.73,25.27
2394,Hutchinson_SD,0.0,100.0
2395,Hyde_SD,0.0,100.0
2396,Jackson_SD,0.0,100.0
2397,Jerauld_SD,0.0,100.0
2398,Jones_SD,0.0,100.0
2399,Kingsbury_SD,0.0,100.0
2400,Lake_SD,55.13,44.88
2401,Lawrence_SD,63.12,36.88
2402,Lincoln_SD,70.73,29.27
2403,Lyman_SD,0.0,100.0
2404,McCook_SD,0.0,100.0
2405,McPherson_SD,0.0,100.0
2406,Marshall_SD,0.0,100.0
2407,Meade_SD,62.0,38.0
2408,Mellette_SD,0.0,100.0
2409,Miner_SD,0.0,100.0
2410,Minnehaha_SD,86.36,13.64
2411,Moody_SD,0.0,100.0
2412,Pennington_SD,79.2,20.8
2413,Perkins_SD,0.0,100.0
2414,Potter_SD,0.0,100.0
2415,Roberts_SD,0.0,100.0
2416,Sanborn_SD,0.0,100.0
2417,Shannon_SD,20.02,79.98
2418,Spink_SD,0.0,100.0
2419,Stanley_SD,57.48,42.52
2420,Sully_SD,0.0,100.0
2421,Todd_SD,0.0,100.0
2422,Tripp_SD,51.51,48.49
2423,Turner_SD,0.0,100.0
2424,Union_SD,38.61,61.39
2425,Walworth_SD,63.57,36.43
2426,Yankton_SD,65.23,34.77
2427,Ziebach_SD,26.45,73.55
2428,Anderson_TN,65.34,34.66
2429,Bedford_TN,44.4,55.6
2430,Benton_TN,21.54,78.46
2431,Bledsoe_TN,0.0,100.0
2432,Blount_TN,67.37,32.63
2433,Bradley_TN,67.03,32.97
2434,Campbell_TN,44.98,55.02
2435,Cannon_TN,18.87,81.13
2436,Carroll_TN,16.94,83.06
2437,Carter_TN,59.03,40.97
2438,Cheatham_TN,17.04,82.96
2439,Chester_TN,34.76,65.24
2440,Claiborne_TN,28.45,71.55
2441,Clay_TN,0.0,100.0
2442,Cocke_TN,32.47,67.53
2443,Coffee_TN,52.71,47.29
2444,Crockett_TN,32.62,67.38
2445,Cumberland_TN,39.11,60.89
2446,Davidson_TN,96.59,3.41
2447,Decatur_TN,0.0,100.0
2448,DeKalb_TN,21.63,78.37
2449,Dickson_TN,32.25,67.75
2450,Dyer_TN,57.14,42.86
2451,Fayette_TN,20.96,79.04
2452,Fentress_TN,0.0,100.0
2453,Franklin_TN,30.38,69.62
2454,Gibson_TN,52.29,47.71
2455,Giles_TN,26.25,73.75
2456,Grainger_TN,0.0,100.0
2457,Greene_TN,34.81,65.19
2458,Grundy_TN,0.0,100.0
2459,Hamblen_TN,78.13,21.87
2460,Hamilton_TN,89.98,10.02
2461,Hancock_TN,0.0,100.0
2462,Hardeman_TN,19.79,80.21
2463,Hardin_TN,32.07,67.93
2464,Hawkins_TN,42.14,57.86
2465,Haywood_TN,52.58,47.42
2466,Henderson_TN,23.62,76.38
2467,Henry_TN,33.15,66.85
2468,Hickman_TN,0.0,100.0
2469,Houston_TN,0.0,100.0
2470,Humphreys_TN,17.51,82.49
2471,Jackson_TN,0.0,100.0
2472,Jefferson_TN,40.51,59.49
2473,Johnson_TN,14.79,85.21
2474,Knox_TN,89.08,10.92
2475,Lake_TN,0.0,100.0
2476,Lauderdale_TN,41.34,58.66
2477,Lawrence_TN,24.12,75.88
2478,Lewis_TN,29.81,70.19
2479,Lincoln_TN,27.51,72.49
2480,Loudon_TN,59.39,40.61
2481,McMinn_TN,39.66,60.34
2482,McNairy_TN,14.73,85.27
2483,Macon_TN,20.43,79.57
2484,Madison_TN,74.17,25.83
2485,Marion_TN,22.98,77.02
2486,Marshall_TN,34.18,65.82
2487,Maury_TN,58.41,41.59
2488,Meigs_TN,0.0,100.0
2489,Monroe_TN,23.92,76.08
2490,Montgomery_TN,80.26,19.74
2491,Moore_TN,0.13,99.87
2492,Morgan_TN,0.11,99.89
2493,Obion_TN,38.42,61.58
2494,Overton_TN,15.78,84.22
2495,Perry_TN,0.0,100.0
2496,Pickett_TN,0.0,100.0
2497,Polk_TN,0.0,100.0
2498,Putnam_TN,65.02,34.98
2499,Rhea_TN,31.98,68.02
2500,Roane_TN,49.01,50.99
2501,Robertson_TN,46.76,53.24
2502,Rutherford_TN,82.98,17.02
2503,Scott_TN,19.44,80.56
2504,Sequatchie_TN,26.2,73.8
2505,Sevier_TN,43.35,56.65
2506,Shelby_TN,97.24,2.76
2507,Smith_TN,17.12,82.88
2508,Stewart_TN,0.0,100.0
2509,Sullivan_TN,74.44,25.56
2510,Sumner_TN,72.12,27.88
2511,Tipton_TN,44.87,55.13
2512,Trousdale_TN,0.0,100.0
2513,Unicoi_TN,55.33,44.67
2514,Union_TN,0.0,100.0
2515,Van Buren_TN,0.0,100.0
2516,Warren_TN,38.62,61.38
2517,Washington_TN,73.58,26.42
2518,Wayne_TN,0.0,100.0
2519,Weakley_TN,32.99,67.01
2520,White_TN,21.83,78.17
2521,Williamson_TN,80.61,19.39
2522,Wilson_TN,61.53,38.47
2523,Anderson_TX,32.94,67.06
2524,Andrews_TX,83.5,16.5
2525,Angelina_TX,56.92,43.08
2526,Aransas_TX,72.74,27.26
2527,Archer_TX,11.01,88.99
2528,Armstrong_TX,0.0,100.0
2529,Atascosa_TX,39.29,60.71
2530,Austin_TX,33.66,66.34
2531,Bailey_TX,71.25,28.75
2532,Bandera_TX,0.0,100.0
2533,Bastrop_TX,36.15,63.85
2534,Baylor_TX,0.0,100.0
2535,Bee_TX,57.02,42.98
2536,Bell_TX,84.81,15.19
2537,Bexar_TX,95.46,4.54
2538,Blanco_TX,0.0,100.0
2539,Borden_TX,0.0,100.0
2540,Bosque_TX,18.78,81.22
2541,Bowie_TX,64.58,35.42
2542,Brazoria_TX,77.47,22.53
2543,Brazos_TX,87.94,12.06
2544,Brewster_TX,65.13,34.87
2545,Briscoe_TX,0.0,100.0
2546,Brooks_TX,68.24,31.76
2547,Brown_TX,59.6,40.4
2548,Burleson_TX,23.34,76.66
2549,Burnet_TX,44.33,55.67
2550,Caldwell_TX,57.71,42.29
2551,Calhoun_TX,55.27,44.73
2552,Callahan_TX,27.82,72.18
2553,Cameron_TX,91.58,8.42
2554,Camp_TX,38.52,61.48
2555,Carson_TX,4.8,95.2
2556,Cass_TX,25.99,74.01
2557,Castro_TX,54.24,45.76
2558,Chambers_TX,54.28,45.72
2559,Cherokee_TX,36.95,63.05
2560,Childress_TX,66.85,33.15
2561,Clay_TX,25.4,74.6
2562,Cochran_TX,0.0,100.0
2563,Coke_TX,0.0,100.0
2564,Coleman_TX,48.45,51.55
2565,Collin_TX,94.76,5.24
2566,Collingsworth_TX,0.0,100.0
2567,Colorado_TX,37.39,62.61
2568,Comal_TX,53.85,46.15
2569,Comanche_TX,28.54,71.46
2570,Concho_TX,0.0,100.0
2571,Cooke_TX,40.97,59.03
2572,Coryell_TX,80.58,19.42
2573,Cottle_TX,0.0,100.0
2574,Crane_TX,89.3,10.7
2575,Crockett_TX,77.25,22.75
2576,Crosby_TX,0.0,100.0
2577,Culberson_TX,0.0,100.0
2578,Dallam_TX,76.46,23.54
2579,Dallas_TX,99.31,0.69
2580,Dawson_TX,83.71,16.29
2581,Deaf Smith_TX,82.29,17.71
2582,Delta_TX,0.0,100.0
2583,Denton_TX,93.09,6.91
2584,DeWitt_TX,50.38,49.62
2585,Dickens_TX,0.0,100.0
2586,Dimmit_TX,60.52,39.48
2587,Donley_TX,0.0,100.0
2588,Duval_TX,32.96,67.04
2589,Eastland_TX,39.65,60.35
2590,Ector_TX,90.54,9.46
2591,Edwards_TX,0.0,100.0
2592,Ellis_TX,68.02,31.98
2593,El Paso_TX,97.83,2.17
2594,Erath_TX,53.68,46.32
2595,Falls_TX,32.64,67.36
2596,Fannin_TX,29.47,70.53
2597,Fayette_TX,32.86,67.14
2598,Fisher_TX,0.0,100.0
2599,Floyd_TX,46.68,53.32
2600,Foard_TX,0.0,100.0
2601,Fort Bend_TX,94.46,5.54
2602,Franklin_TX,30.87,69.13
2603,Freestone_TX,33.52,66.48
2604,Frio_TX,77.82,22.18
2605,Gaines_TX,36.96,63.04
2606,Galveston_TX,93.85,6.15
2607,Garza_TX,77.67,22.33
2608,Gillespie_TX,46.35,53.65
2609,Glasscock_TX,0.0,100.0
2610,Goliad_TX,0.0,100.0
2611,Gonzales_TX,34.72,65.28
2612,Gray_TX,80.61,19.39
2613,Grayson_TX,56.85,43.15
2614,Gregg_TX,86.64,13.36
2615,Grimes_TX,31.1,68.9
2616,Guadalupe_TX,73.84,26.16
2617,Hale_TX,76.9,23.1
2618,Hall_TX,0.0,100.0
2619,Hamilton_TX,35.62,64.38
2620,Hansford_TX,59.67,40.33
2621,Hardeman_TX,0.0,100.0
2622,Hardin_TX,48.45,51.55
2623,Harris_TX,98.79,1.21
2624,Harrison_TX,43.95,56.05
2625,Hartley_TX,42.74,57.26
2626,Haskell_TX,52.38,47.62
2627,Hays_TX,68.29,31.71
2628,Hemphill_TX,73.05,26.95
2629,Henderson_TX,39.89,60.11
2630,Hidalgo_TX,94.86,5.14
2631,Hill_TX,23.73,76.27
2632,Hockley_TX,60.15,39.85
2633,Hood_TX,67.15,32.85
2634,Hopkins_TX,40.37,59.63
2635,Houston_TX,26.51,73.49
2636,Howard_TX,79.94,20.06
2637,Hudspeth_TX,0.0,100.0
2638,Hunt_TX,43.37,56.63
2639,Hutchinson_TX,77.44,22.56
2640,Irion_TX,0.0,100.0
2641,Jack_TX,46.78,53.22
2642,Jackson_TX,38.18,61.82
2643,Jasper_TX,21.81,78.19
2644,Jeff Davis_TX,0.0,100.0
2645,Jefferson_TX,91.6,8.4
2646,Jim Hogg_TX,82.6,17.4
2647,Jim Wells_TX,59.91,40.09
2648,Johnson_TX,62.13,37.87
2649,Jones_TX,14.85,85.15
2650,Karnes_TX,61.61,38.39
2651,Kaufman_TX,51.18,48.82
2652,Kendall_TX,41.84,58.16
2653,Kenedy_TX,0.0,100.0
2654,Kent_TX,0.0,100.0
2655,Kerr_TX,58.9,41.1
2656,Kimble_TX,55.7,44.3
2657,King_TX,0.0,100.0
2658,Kinney_TX,79.54,20.46
2659,Kleberg_TX,81.13,18.87
2660,Knox_TX,0.0,100.0
2661,Lamar_TX,52.92,47.08
2662,Lamb_TX,42.31,57.69
2663,Lampasas_TX,31.73,68.27
2664,La Salle_TX,53.65,46.35
2665,Lavaca_TX,18.68,81.32
2666,Lee_TX,30.28,69.72
2667,Leon_TX,0.0,100.0
2668,Liberty_TX,36.77,63.23
2669,Limestone_TX,46.38,53.62
2670,Lipscomb_TX,0.0,100.0
2671,Live Oak_TX,0.0,100.0
2672,Llano_TX,54.82,45.18
2673,Loving_TX,0.0,100.0
2674,Lubbock_TX,88.66,11.34
2675,Lynn_TX,43.28,56.72
2676,McCulloch_TX,64.67,35.33
2677,McLennan_TX,76.65,23.35
2678,McMullen_TX,0.0,100.0
2679,Madison_TX,32.6,67.4
2680,Marion_TX,0.0,100.0
2681,Martin_TX,0.0,100.0
2682,Mason_TX,0.0,100.0
2683,Matagorda_TX,63.58,36.42
2684,Maverick_TX,90.74,9.26
2685,Medina_TX,38.44,61.56
2686,Menard_TX,0.0,100.0
2687,Midland_TX,87.71,12.29
2688,Milam_TX,43.82,56.18
2689,Mills_TX,0.0,100.0
2690,Mitchell_TX,63.26,36.74
2691,Montague_TX,41.06,58.94
2692,Montgomery_TX,77.27,22.73
2693,Moore_TX,83.19,16.81
2694,Morris_TX,21.58,78.42
2695,Motley_TX,0.0,100.0
2696,Nacogdoches_TX,53.54,46.46
2697,Navarro_TX,47.34,52.66
2698,Newton_TX,0.0,100.0
2699,Nolan_TX,67.34,32.66
2700,Nueces_TX,93.55,6.45
2701,Ochiltree_TX,86.09,13.91
2702,Oldham_TX,0.0,100.0
2703,Orange_TX,64.83,35.17
2704,Palo Pinto_TX,49.78,50.22
2705,Panola_TX,27.28,72.72
2706,Parker_TX,43.92,56.08
2707,Parmer_TX,39.98,60.02
2708,Pecos_TX,60.22,39.78
2709,Polk_TX,22.36,77.64
2710,Potter_TX,91.0,9.0
2711,Presidio_TX,59.53,40.47
2712,Rains_TX,6.77,93.23
2713,Randall_TX,85.62,14.38
2714,Reagan_TX,86.69,13.31
2715,Real_TX,0.0,100.0
2716,Red River_TX,24.27,75.73
2717,Reeves_TX,85.5,14.5
2718,Refugio_TX,39.32,60.68
2719,Roberts_TX,0.0,100.0
2720,Robertson_TX,26.15,73.85
2721,Rockwall_TX,83.96,16.04
2722,Runnels_TX,59.24,40.76
2723,Rusk_TX,34.13,65.87
2724,Sabine_TX,0.0,100.0
2725,San Augustine_TX,0.0,100.0
2726,San Jacinto_TX,0.0,100.0
2727,San Patricio_TX,80.35,19.65
2728,San Saba_TX,50.64,49.36
2729,Schleicher_TX,0.0,100.0
2730,Scurry_TX,68.3,31.7
2731,Shackelford_TX,0.0,100.0
2732,Shelby_TX,20.57,79.43
2733,Sherman_TX,0.0,100.0
2734,Smith_TX,68.39,31.61
2735,Somervell_TX,0.0,100.0
2736,Starr_TX,76.29,23.71
2737,Stephens_TX,60.63,39.37
2738,Sterling_TX,0.0,100.0
2739,Stonewall_TX,0.0,100.0
2740,Sutton_TX,81.2,18.8
2741,Swisher_TX,62.43,37.57
2742,Tarrant_TX,98.71,1.29
2743,Taylor_TX,83.97,16.03
2744,Terrell_TX,0.0,100.0
2745,Terry_TX,75.33,24.67
2746,Throckmorton_TX,0.0,100.0
2747,Titus_TX,49.44,50.56
2748,Tom Green_TX,84.36,15.64
2749,Travis_TX,94.54,5.46
2750,Trinity_TX,22.76,77.24
2751,Tyler_TX,21.87,78.13
2752,Upshur_TX,20.7,79.3
2753,Upton_TX,0.0,100.0
2754,Uvalde_TX,68.62,31.38
2755,Val Verde_TX,89.84,10.16
2756,Van Zandt_TX,24.98,75.02
2757,Victoria_TX,73.37,26.63
2758,Walker_TX,54.42,45.58
2759,Waller_TX,38.36,61.64
2760,Ward_TX,72.11,27.89
2761,Washington_TX,46.51,53.49
2762,Webb_TX,97.4,2.6
2763,Wharton_TX,50.1,49.9
2764,Wheeler_TX,0.0,100.0
2765,Wichita_TX,89.33,10.67
2766,Wilbarger_TX,78.11,21.89
2767,Willacy_TX,65.42,34.58
2768,Williamson_TX,88.01,11.99
2769,Wilson_TX,14.14,85.86
2770,Winkler_TX,81.87,18.13
2771,Wise_TX,27.89,72.11
2772,Wood_TX,25.8,74.2
2773,Yoakum_TX,62.67,37.33
2774,Young_TX,66.43,33.57
2775,Zapata_TX,76.47,23.53
2776,Zavala_TX,61.97,38.03
2777,Beaver_UT,43.48,56.52
2778,Box Elder_UT,68.9,31.1
2779,Cache_UT,84.31,15.69
2780,Carbon_UT,66.29,33.71
2781,Daggett_UT,0.0,100.0
2782,Davis_UT,99.08,0.92
2783,Duchesne_UT,31.79,68.21
2784,Emery_UT,26.36,73.64
2785,Garfield_UT,0.0,100.0
2786,Grand_UT,74.61,25.39
2787,Iron_UT,77.45,22.55
2788,Juab_UT,56.53,43.47
2789,Kane_UT,45.08,54.92
2790,Millard_UT,26.06,73.94
2791,Morgan_UT,37.15,62.85
2792,Piute_UT,0.0,100.0
2793,Rich_UT,0.0,100.0
2794,Salt Lake_UT,99.1,0.9
2795,San Juan_UT,22.13,77.87
2796,Sanpete_UT,59.07,40.93
2797,Sevier_UT,35.29,64.71
2798,Summit_UT,60.8,39.2
2799,Tooele_UT,82.3,17.7
2800,Uintah_UT,53.15,46.85
2801,Utah_UT,96.67,3.33
2802,Wasatch_UT,73.15,26.85
2803,Washington_UT,84.79,15.21
2804,Wayne_UT,0.0,100.0
2805,Weber_UT,94.2,5.8
2806,Addison_VT,21.57,78.43
2807,Bennington_VT,35.49,64.51
2808,Caledonia_VT,25.61,74.39
2809,Chittenden_VT,74.01,25.99
2810,Essex_VT,0.0,100.0
2811,Franklin_VT,28.29,71.71
2812,Grand Isle_VT,0.0,100.0
2813,Lamoille_VT,0.0,100.0
2814,Orange_VT,2.76,97.24
2815,Orleans_VT,14.7,85.3
2816,Rutland_VT,38.99,61.01
2817,Washington_VT,47.19,52.81
2818,Windham_VT,31.75,68.25
2819,Windsor_VT,24.41,75.59
2820,Accomack_VA,0.0,100.0
2821,Albemarle_VA,54.98,45.02
2822,Alleghany_VA,47.61,52.39
2823,Amelia_VA,0.0,100.0
2824,Amherst_VA,36.34,63.66
2825,Appomattox_VA,0.0,100.0
2826,Arlington_VA,100.0,0.0
2827,Augusta_VA,33.56,66.44
2828,Bath_VA,0.0,100.0
2829,Bedford_VA,21.57,78.43
2830,Bland_VA,0.0,100.0
2831,Botetourt_VA,35.9,64.1
2832,Brunswick_VA,24.49,75.51
2833,Buchanan_VA,0.0,100.0
2834,Buckingham_VA,0.0,100.0
2835,Campbell_VA,38.89,61.11
2836,Caroline_VA,21.6,78.4
2837,Carroll_VA,2.86,97.14
2838,Charles City_VA,0.0,100.0
2839,Charlotte_VA,0.0,100.0
2840,Chesterfield_VA,94.07,5.93
2841,Clarke_VA,30.48,69.52
2842,Craig_VA,0.0,100.0
2843,Culpeper_VA,38.08,61.92
2844,Cumberland_VA,4.0,96.0
2845,Dickenson_VA,0.0,100.0
2846,Dinwiddie_VA,28.79,71.21
2847,Essex_VA,22.72,77.28
2848,Fairfax_VA,98.61,1.39
2849,Fauquier_VA,42.5,57.5
2850,Floyd_VA,0.0,100.0
2851,Fluvanna_VA,37.09,62.91
2852,Franklin_VA,10.77,89.23
2853,Frederick_VA,55.23,44.77
2854,Giles_VA,33.72,66.28
2855,Gloucester_VA,35.37,64.63
2856,Goochland_VA,3.01,96.99
2857,Grayson_VA,0.12,99.88
2858,Greene_VA,48.76,51.24
2859,Greensville_VA,12.99,87.01
2860,Halifax_VA,22.92,77.08
2861,Hanover_VA,60.91,39.09
2862,Henrico_VA,95.73,4.27
2863,Henry_VA,39.28,60.72
2864,Highland_VA,0.0,100.0
2865,Isle of Wight_VA,42.61,57.39
2866,James City_VA,84.15,15.85
2867,King and Queen_VA,0.0,100.0
2868,King George_VA,26.81,73.19
2869,King William_VA,16.79,83.21
2870,Lancaster_VA,0.0,100.0
2871,Lee_VA,0.44,99.56
2872,Loudoun_VA,87.4,12.6
2873,Louisa_VA,0.0,100.0
2874,Lunenburg_VA,0.0,100.0
2875,Madison_VA,0.0,100.0
2876,Mathews_VA,0.0,100.0
2877,Mecklenburg_VA,22.19,77.81
2878,Middlesex_VA,0.0,100.0
2879,Montgomery_VA,75.07,24.93
2880,Nelson_VA,0.0,100.0
2881,New Kent_VA,0.0,100.0
2882,Northampton_VA,0.0,100.0
2883,Northumberland_VA,0.0,100.0
2884,Nottoway_VA,47.66,52.34
2885,Orange_VA,42.22,57.78
2886,Page_VA,19.84,80.16
2887,Patrick_VA,0.0,100.0
2888,Pittsylvania_VA,14.37,85.63
2889,Powhatan_VA,0.32,99.68
2890,Prince Edward_VA,36.79,63.21
2891,Prince George_VA,46.6,53.4
2892,Prince William_VA,95.83,4.17
2893,Pulaski_VA,53.1,46.9
2894,Rappahannock_VA,0.0,100.0
2895,Richmond_VA,0.0,100.0
2896,Roanoke_VA,81.46,18.54
2897,Rockbridge_VA,8.36,91.64
2898,Rockingham_VA,40.67,59.33
2899,Russell_VA,11.81,88.19
2900,Scott_VA,17.88,82.12
2901,Shenandoah_VA,33.42,66.58
2902,Smyth_VA,24.71,75.29
2903,Southampton_VA,2.04,97.96
2904,Spotsylvania_VA,67.67,32.33
2905,Stafford_VA,80.25,19.75
2906,Surry_VA,0.0,100.0
2907,Sussex_VA,0.0,100.0
2908,Tazewell_VA,48.11,51.89
2909,Warren_VA,49.59,50.41
2910,Washington_VA,28.32,71.68
2911,Westmoreland_VA,21.16,78.84
2912,Wise_VA,43.33,56.67
2913,Wythe_VA,24.67,75.33
2914,York_VA,93.9,6.1
2915,Alexandria_VA,100.0,0.0
2916,Bedford_VA,97.94,2.06
2917,Bristol_VA,99.96,0.04
2918,Buena Vista_VA,96.11,3.89
2919,Charlottesville_VA,100.0,0.0
2920,Chesapeake_VA,92.37,7.63
2921,Colonial Heights_VA,100.0,0.0
2922,Covington_VA,100.0,0.0
2923,Danville_VA,95.48,4.52
2924,Emporia_VA,93.69,6.31
2925,Fairfax_VA,100.0,0.0
2926,Falls Church_VA,100.0,0.0
2927,Franklin_VA,96.75,3.25
2928,Fredericksburg_VA,98.83,1.17
2929,Galax_VA,86.28,13.72
2930,Hampton_VA,99.75,0.25
2931,Harrisonburg_VA,100.0,0.0
2932,Hopewell_VA,100.0,0.0
2933,Lexington_VA,100.0,0.0
2934,Lynchburg_VA,97.31,2.69
2935,Manassas_VA,100.0,0.0
2936,Manassas Park_VA,100.0,0.0
2937,Martinsville_VA,100.0,0.0
2938,Newport News_VA,99.97,0.03
2939,Norfolk_VA,100.0,0.0
2940,Norton_VA,97.42,2.58
2941,Petersburg_VA,97.89,2.11
2942,Poquoson_VA,93.5,6.5
2943,Portsmouth_VA,100.0,0.0
2944,Radford_VA,97.07,2.93
2945,Richmond_VA,100.0,0.0
2946,Roanoke_VA,99.99,0.01
2947,Salem_VA,100.0,0.0
2948,Staunton_VA,96.31,3.69
2949,Suffolk_VA,78.37,21.63
2950,Virginia Beach_VA,98.47,1.53
2951,Waynesboro_VA,97.47,2.53
2952,Williamsburg_VA,100.0,0.0
2953,Winchester_VA,100.0,0.0
2954,Adams_WA,59.84,40.16
2955,Asotin_WA,93.35,6.65
2956,Benton_WA,89.43,10.57
2957,Chelan_WA,72.78,27.22
2958,Clallam_WA,64.55,35.45
2959,Clark_WA,86.23,13.77
2960,Columbia_WA,65.74,34.26
2961,Cowlitz_WA,71.35,28.65
2962,Douglas_WA,73.4,26.6
2963,Ferry_WA,0.0,100.0
2964,Franklin_WA,86.67,13.33
2965,Garfield_WA,0.0,100.0
2966,Grant_WA,61.25,38.75
2967,Grays Harbor_WA,59.89,40.11
2968,Island_WA,53.1,46.9
2969,Jefferson_WA,42.53,57.47
2970,King_WA,96.79,3.21
