,county_state,poppct_urban,poppct_rural
765,Ripley_IN,16.76,83.24
766,Rush_IN,38.84,61.16
767,St. Joseph_IN,91.0,9.0
768,Scott_IN,47.29,52.71
769,Shelby_IN,47.95,52.05
770,Spencer_IN,0.0,100.0
771,Starke_IN,17.62,82.38
772,Steuben_IN,32.75,67.25
773,Sullivan_IN,21.04,78.96
774,Switzerland_IN,0.0,100.0
775,Tippecanoe_IN,85.5,14.5
776,Tipton_IN,38.4,61.6
777,Union_IN,0.0,100.0
778,Vanderburgh_IN,90.83,9.17
779,Vermillion_IN,39.63,60.37
780,Vigo_IN,76.24,23.76
781,Wabash_IN,50.02,49.98
782,Warren_IN,22.9,77.1
783,Warrick_IN,70.69,29.31
784,Washington_IN,23.15,76.85
785,Wayne_IN,66.95,33.05
786,Wells_IN,49.44,50.56
787,White_IN,32.03,67.97
788,Whitley_IN,28.84,71.16
789,Adair_IA,0.0,100.0
790,Adams_IA,0.0,100.0
791,Allamakee_IA,26.04,73.96
792,Appanoose_IA,41.75,58.25
793,Audubon_IA,0.0,100.0
794,Benton_IA,19.34,80.66
795,Black Hawk_IA,86.52,13.48
796,Boone_IA,49.37,50.63
797,Bremer_IA,35.51,64.49
798,Buchanan_IA,31.46,68.54
799,Buena Vista_IA,56.09,43.91
800,Butler_IA,0.0,100.0
801,Calhoun_IA,0.0,100.0
802,Carroll_IA,47.96,52.04
803,Cass_IA,46.37,53.63
804,Cedar_IA,16.58,83.42
805,Cerro Gordo_IA,79.41,20.59
806,Cherokee_IA,38.62,61.38
807,Chickasaw_IA,26.47,73.53
808,Clarke_IA,51.9,48.1
809,Clay_IA,65.71,34.29
810,Clayton_IA,3.4,96.6
811,Clinton_IA,67.77,32.23
812,Crawford_IA,48.2,51.8
813,Dallas_IA,69.41,30.59
814,Davis_IA,0.0,100.0
815,Decatur_IA,0.0,100.0
816,Delaware_IA,28.53,71.47
817,Des Moines_IA,73.26,26.74
818,Dickinson_IA,64.95,35.05
819,Dubuque_IA,72.98,27.02
820,Emmet_IA,60.1,39.9
821,Fayette_IA,29.42,70.58
822,Floyd_IA,47.27,52.73
823,Franklin_IA,39.76,60.24
824,Fremont_IA,0.0,100.0
825,Greene_IA,41.84,58.16
826,Grundy_IA,0.0,100.0
827,Guthrie_IA,0.0,100.0
828,Hamilton_IA,49.52,50.48
829,Hancock_IA,29.98,70.02
830,Hardin_IA,28.92,71.08
831,Harrison_IA,18.88,81.12
832,Henry_IA,42.87,57.13
833,Howard_IA,37.01,62.99
834,Humboldt_IA,53.42,46.58
835,Ida_IA,0.0,100.0
836,Iowa_IA,17.82,82.18
837,Jackson_IA,46.73,53.27
838,Jasper_IA,42.49,57.51
839,Jefferson_IA,61.27,38.73
840,Johnson_IA,81.46,18.54
841,Jones_IA,42.04,57.96
842,Keokuk_IA,0.0,100.0
843,Kossuth_IA,34.36,65.64
844,Lee_IA,59.38,40.62
845,Linn_IA,87.25,12.75
846,Louisa_IA,0.0,100.0
847,Lucas_IA,43.75,56.25
848,Lyon_IA,0.0,100.0
849,Madison_IA,32.16,67.84
850,Mahaska_IA,56.05,43.95
851,Marion_IA,51.31,48.69
852,Marshall_IA,66.07,33.93
853,Mills_IA,40.43,59.57
854,Mitchell_IA,32.8,67.2
855,Monona_IA,28.8,71.2
856,Monroe_IA,44.83,55.17
857,Montgomery_IA,52.11,47.89
858,Muscatine_IA,74.45,25.55
859,O'Brien_IA,33.73,66.27
860,Osceola_IA,41.63,58.37
861,Page_IA,66.65,33.35
862,Palo Alto_IA,38.51,61.49
863,Plymouth_IA,37.06,62.94
864,Pocahontas_IA,0.0,100.0
865,Polk_IA,95.09,4.91
866,Pottawattamie_IA,73.58,26.42
867,Poweshiek_IA,48.01,51.99
868,Ringgold_IA,0.0,100.0
869,Sac_IA,0.0,100.0
870,Scott_IA,86.49,13.51
871,Shelby_IA,40.55,59.45
872,Sioux_IA,49.18,50.82
873,Story_IA,83.06,16.94
874,Tama_IA,27.6,72.4
875,Taylor_IA,0.0,100.0
876,Union_IA,60.77,39.23
877,Van Buren_IA,0.0,100.0
878,Wapello_IA,69.53,30.47
879,Warren_IA,58.04,41.96
880,Washington_IA,30.54,69.46
881,Wayne_IA,0.0,100.0
882,Webster_IA,66.09,33.91
883,Winnebago_IA,33.88,66.12
884,Winneshiek_IA,41.02,58.98
885,Woodbury_IA,82.54,17.46
886,Worth_IA,0.0,100.0
887,Wright_IA,43.2,56.8
888,Allen_KS,42.85,57.15
889,Anderson_KS,41.18,58.82
890,Atchison_KS,65.85,34.15
891,Barber_KS,0.0,100.0
892,Barton_KS,68.24,31.76
893,Bourbon_KS,52.03,47.97
894,Brown_KS,31.56,68.44
895,Butler_KS,59.53,40.47
896,Chase_KS,0.0,100.0
897,Chautauqua_KS,0.0,100.0
898,Cherokee_KS,50.94,49.06
899,Cheyenne_KS,0.0,100.0
900,Clark_KS,0.0,100.0
901,Clay_KS,50.46,49.54
902,Cloud_KS,56.02,43.98
903,Coffey_KS,29.1,70.9
904,Comanche_KS,0.0,100.0
905,Cowley_KS,69.0,31.0
906,Crawford_KS,65.07,34.93
907,Decatur_KS,0.0,100.0
908,Dickinson_KS,35.71,64.29
909,Doniphan_KS,29.8,70.2
910,Douglas_KS,88.99,11.01
911,Edwards_KS,0.0,100.0
912,Elk_KS,0.0,100.0
913,Ellis_KS,74.44,25.56
914,Ellsworth_KS,45.9,54.1
915,Finney_KS,81.42,18.58
916,Ford_KS,80.7,19.3
917,Franklin_KS,47.9,52.1
918,Geary_KS,88.33,11.67
919,Gove_KS,0.0,100.0
920,Graham_KS,0.0,100.0
921,Grant_KS,80.2,19.8
922,Gray_KS,0.0,100.0
923,Greeley_KS,0.0,100.0
924,Greenwood_KS,38.74,61.26
925,Hamilton_KS,0.0,100.0
926,Harper_KS,0.0,100.0
927,Harvey_KS,69.08,30.92
928,Haskell_KS,0.0,100.0
929,Hodgeman_KS,0.0,100.0
930,Jackson_KS,24.1,75.9
931,Jefferson_KS,1.18,98.82
932,Jewell_KS,0.0,100.0
933,Johnson_KS,96.17,3.83
934,Kearny_KS,0.0,100.0
935,Kingman_KS,37.9,62.1
936,Kiowa_KS,0.0,100.0
937,Labette_KS,47.66,52.34
938,Lane_KS,0.0,100.0
939,Leavenworth_KS,70.94,29.06
940,Lincoln_KS,0.0,100.0
941,Linn_KS,0.0,100.0
942,Logan_KS,0.0,100.0
943,Lyon_KS,73.7,26.3
944,McPherson_KS,56.5,43.5
945,Marion_KS,22.24,77.76
946,Marshall_KS,29.03,70.97
947,Meade_KS,0.0,100.0
948,Miami_KS,49.05,50.95
949,Mitchell_KS,51.7,48.3
950,Montgomery_KS,56.58,43.42
951,Morris_KS,0.0,100.0
952,Morton_KS,0.0,100.0
953,Nemaha_KS,24.76,75.24
954,Neosho_KS,54.86,45.14
955,Ness_KS,0.0,100.0
956,Norton_KS,51.01,48.99
957,Osage_KS,16.47,83.53
958,Osborne_KS,0.0,100.0
959,Ottawa_KS,0.0,100.0
960,Pawnee_KS,68.32,31.68
961,Phillips_KS,46.24,53.76
962,Pottawatomie_KS,41.08,58.92
963,Pratt_KS,67.79,32.21
964,Rawlins_KS,0.0,100.0
965,Reno_KS,68.7,31.3
966,Republic_KS,0.0,100.0
967,Rice_KS,36.22,63.78
968,Riley_KS,86.15,13.85
969,Rooks_KS,0.0,100.0
970,Rush_KS,0.0,100.0
971,Russell_KS,58.94,41.06
972,Saline_KS,85.41,14.59
973,Scott_KS,73.89,26.11
974,Sedgwick_KS,92.34,7.66
975,Seward_KS,88.57,11.43
976,Shawnee_KS,84.18,15.82
977,Sheridan_KS,0.0,100.0
978,Sherman_KS,75.76,24.24
979,Smith_KS,0.0,100.0
980,Stafford_KS,0.0,100.0
981,Stanton_KS,0.0,100.0
982,Stevens_KS,68.76,31.24
983,Sumner_KS,37.15,62.85
984,Thomas_KS,69.15,30.85
985,Trego_KS,0.0,100.0
986,Wabaunsee_KS,0.0,100.0
987,Wallace_KS,0.0,100.0
988,Washington_KS,0.0,100.0
989,Wichita_KS,0.0,100.0
990,Wilson_KS,27.31,72.69
991,Woodson_KS,0.0,100.0
992,Wyandotte_KS,93.94,6.06
993,Adair_KY,24.54,75.46
994,Allen_KY,21.3,78.7
995,Anderson_KY,58.3,41.7
996,Ballard_KY,0.0,100.0
997,Barren_KY,36.72,63.28
998,Bath_KY,0.0,100.0
999,Bell_KY,37.52,62.48
1000,Boone_KY,86.73,13.27
1001,Bourbon_KY,55.25,44.75
1002,Boyd_KY,74.68,25.32
1003,Boyle_KY,65.18,34.82
1004,Bracken_KY,0.0,100.0
1005,Breathitt_KY,18.5,81.5
1006,Breckinridge_KY,0.0,100.0
1007,Bullitt_KY,69.59,30.41
1008,Butler_KY,0.0,100.0
1009,Caldwell_KY,45.36,54.64
1010,Calloway_KY,51.28,48.72
1011,Campbell_KY,84.7,15.3
1012,Carlisle_KY,0.0,100.0
1013,Carroll_KY,47.78,52.22
1014,Carter_KY,20.62,79.38
1015,Casey_KY,0.0,100.0
1016,Christian_KY,71.44,28.56
1017,Clark_KY,72.53,27.47
1018,Clay_KY,21.43,78.57
1019,Clinton_KY,0.0,100.0
1020,Crittenden_KY,29.18,70.82
1021,Cumberland_KY,0.0,100.0
1022,Daviess_KY,72.98,27.02
1023,Edmonson_KY,0.0,100.0
1024,Elliott_KY,0.0,100.0
1025,Estill_KY,23.88,76.12
1026,Fayette_KY,96.93,3.07
1027,Fleming_KY,19.48,80.52
1028,Floyd_KY,16.13,83.87
1029,Franklin_KY,72.45,27.55
1030,Fulton_KY,35.56,64.44
1031,Gallatin_KY,0.0,100.0
1032,Garrard_KY,22.11,77.89
1033,Grant_KY,35.01,64.99
1034,Graves_KY,30.59,69.41
1035,Grayson_KY,26.42,73.58
1036,Green_KY,0.0,100.0
1037,Greenup_KY,60.71,39.29
1038,Hancock_KY,10.69,89.31
1039,Hardin_KY,65.79,34.21
1040,Harlan_KY,45.84,54.16
1041,Harrison_KY,34.07,65.93
1042,Hart_KY,12.81,87.19
1043,Henderson_KY,61.8,38.2
1044,Henry_KY,0.0,100.0
1045,Hickman_KY,0.0,100.0
1046,Hopkins_KY,52.88,47.12
1047,Jackson_KY,0.0,100.0
1048,Jefferson_KY,98.63,1.37
1049,Jessamine_KY,74.1,25.9
1050,Johnson_KY,26.98,73.02
1051,Kenton_KY,93.02,6.98
1052,Knott_KY,0.0,100.0
1053,Knox_KY,37.08,62.92
1054,Larue_KY,24.05,75.95
1055,Laurel_KY,43.16,56.84
1056,Lawrence_KY,22.89,77.11
1057,Lee_KY,0.0,100.0
1058,Leslie_KY,0.0,100.0
1059,Letcher_KY,0.0,100.0
1060,Lewis_KY,0.0,100.0
1061,Lincoln_KY,18.34,81.66
1062,Livingston_KY,4.62,95.38
1063,Logan_KY,25.02,74.98
1064,Lyon_KY,0.0,100.0
1065,McCracken_KY,72.18,27.82
1066,McCreary_KY,0.0,100.0
1067,McLean_KY,0.0,100.0
1068,Madison_KY,61.48,38.52
1069,Magoffin_KY,0.0,100.0
1070,Marion_KY,28.49,71.51
1071,Marshall_KY,14.14,85.86
1072,Martin_KY,0.0,100.0
1073,Mason_KY,44.6,55.4
1074,Meade_KY,14.1,85.9
1075,Menifee_KY,0.0,100.0
1076,Mercer_KY,40.86,59.14
1077,Metcalfe_KY,0.0,100.0
1078,Monroe_KY,0.0,100.0
1079,Montgomery_KY,40.89,59.11
1080,Morgan_KY,0.0,100.0
1081,Muhlenberg_KY,31.57,68.43
1082,Nelson_KY,43.06,56.94
1083,Nicholas_KY,0.0,100.0
1084,Ohio_KY,26.51,73.49
1085,Oldham_KY,79.67,20.33
1086,Owen_KY,0.0,100.0
1087,Owsley_KY,0.0,100.0
1088,Pendleton_KY,0.0,100.0
1089,Perry_KY,25.93,74.07
1090,Pike_KY,12.2,87.8
1091,Powell_KY,32.89,67.11
1092,Pulaski_KY,46.05,53.95
1093,Robertson_KY,0.0,100.0
1094,Rockcastle_KY,16.28,83.72
1095,Rowan_KY,31.21,68.79
1096,Russell_KY,0.0,100.0
1097,Scott_KY,67.54,32.46
1098,Shelby_KY,52.99,47.01
1099,Simpson_KY,54.78,45.22
1100,Spencer_KY,0.0,100.0
1101,Taylor_KY,47.81,52.19
1102,Todd_KY,0.0,100.0
1103,Trigg_KY,20.64,79.36
1104,Trimble_KY,5.3,94.7
1105,Union_KY,34.72,65.28
1106,Warren_KY,68.82,31.18
1107,Washington_KY,0.0,100.0
1108,Wayne_KY,32.27,67.73
1109,Webster_KY,0.0,100.0
1110,Whitley_KY,34.84,65.16
1111,Wolfe_KY,0.0,100.0
1112,Woodford_KY,63.84,36.16
1113,Acadia_LA,48.3,51.7
1114,Allen_LA,30.58,69.42
1115,Ascension_LA,86.78,13.22
1116,Assumption_LA,55.01,44.99
1117,Avoyelles_LA,36.22,63.78
1118,Beauregard_LA,33.51,66.49
1119,Bienville_LA,20.16,79.84
1120,Bossier_LA,75.66,24.34
1121,Caddo_LA,85.56,14.44
1122,Calcasieu_LA,79.5,20.5
1123,Caldwell_LA,0.0,100.0
1124,Cameron_LA,0.0,100.0
1125,Catahoula_LA,0.0,100.0
1126,Claiborne_LA,17.64,82.36
1127,Concordia_LA,66.55,33.45
1128,De Soto_LA,22.74,77.26
1129,East Baton Rouge_LA,93.12,6.88
1130,East Carroll_LA,65.42,34.58
1131,East Feliciana_LA,0.0,100.0
1132,Evangeline_LA,38.91,61.09
1133,Franklin_LA,25.81,74.19
1134,Grant_LA,14.41,85.59
1135,Iberia_LA,71.86,28.14
1136,Iberville_LA,40.79,59.21
1137,Jackson_LA,34.47,65.53
1138,Jefferson_LA,98.86,1.14
1139,Jefferson Davis_LA,49.3,50.7
1140,Lafayette_LA,91.68,8.32
1141,Lafourche_LA,75.78,24.22
1142,La Salle_LA,26.81,73.19
1143,Lincoln_LA,59.32,40.68
1144,Livingston_LA,58.88,41.12
1145,Madison_LA,77.56,22.44
1146,Morehouse_LA,49.96,50.04
1147,Natchitoches_LA,49.95,50.05
1148,Orleans_LA,99.41,0.59
1149,Ouachita_LA,75.81,24.19
1150,Plaquemines_LA,80.46,19.54
1151,Pointe Coupee_LA,42.19,57.81
1152,Rapides_LA,60.47,39.53
1153,Red River_LA,0.0,100.0
1154,Richland_LA,33.95,66.05
1155,Sabine_LA,11.8,88.2
1156,St. Bernard_LA,95.75,4.25
1157,St. Charles_LA,88.51,11.49
1158,St. Helena_LA,0.0,100.0
1159,St. James_LA,72.3,27.7
1160,St. John the Baptist_LA,86.55,13.45
1161,St. Landry_LA,51.83,48.17
1162,St. Martin_LA,50.43,49.57
1163,St. Mary_LA,86.96,13.04
1164,St. Tammany_LA,76.78,23.22
1165,Tangipahoa_LA,59.07,40.93
1166,Tensas_LA,0.0,100.0
1167,Terrebonne_LA,79.37,20.63
1168,Union_LA,17.09,82.91
1169,Vermilion_LA,45.38,54.62
1170,Vernon_LA,50.1,49.9
1171,Washington_LA,33.33,66.67
1172,Webster_LA,46.96,53.04
1173,West Baton Rouge_LA,69.54,30.46
1174,West Carroll_LA,0.0,100.0
1175,West Feliciana_LA,0.0,100.0
1176,Winn_LA,35.11,64.89
1177,Androscoggin_ME,56.63,43.37
1178,Aroostook_ME,19.73,80.27
1179,Cumberland_ME,63.9,36.1
1180,Franklin_ME,17.0,83.0
1181,Hancock_ME,9.89,90.11
1182,Kennebec_ME,37.17,62.83
1183,Knox_ME,32.07,67.93
1184,Lincoln_ME,0.0,100.0
1185,Oxford_ME,16.89,83.11
1186,Penobscot_ME,42.35,57.65
1187,Piscataquis_ME,0.0,100.0
1188,Sagadahoc_ME,38.32,61.68
1189,Somerset_ME,19.52,80.48
1190,Waldo_ME,8.66,91.34
1191,Washington_ME,7.62,92.38
1192,York_ME,43.16,56.84
1193,Allegany_MD,72.75,27.25
1194,Anne Arundel_MD,94.7,5.3
1195,Baltimore_MD,93.47,6.53
1196,Calvert_MD,61.29,38.71
1197,Caroline_MD,24.0,76.0
1198,Carroll_MD,60.49,39.51
1199,Cecil_MD,57.9,42.1
1200,Charles_MD,70.5,29.5
1201,Dorchester_MD,43.78,56.22
1202,Frederick_MD,74.79,25.21
1203,Garrett_MD,16.1,83.9
1204,Harford_MD,82.24,17.76
1205,Howard_MD,90.75,9.25
1206,Kent_MD,27.41,72.59
1207,Montgomery_MD,97.62,2.38
1208,Prince George's_MD,98.03,1.97
1209,Queen Anne's_MD,45.51,54.49
1210,St. Mary's_MD,49.58,50.42
1211,Somerset_MD,54.21,45.79
1212,Talbot_MD,45.34,54.66
1213,Washington_MD,70.51,29.49
1214,Wicomico_MD,74.19,25.81
1215,Worcester_MD,64.47,35.53
1216,Baltimore_MD,100.0,0.0
1217,Barnstable_MA,92.52,7.48
1218,Berkshire_MA,68.41,31.59
1219,Bristol_MA,90.17,9.83
1220,Dukes_MA,60.97,39.03
1221,Essex_MA,95.76,4.24
1222,Franklin_MA,45.57,54.43
1223,Hampden_MA,91.43,8.57
1224,Hampshire_MA,72.56,27.44
1225,Middlesex_MA,96.97,3.03
1226,Nantucket_MA,81.1,18.9
1227,Norfolk_MA,98.76,1.24
1228,Plymouth_MA,89.69,10.31
1229,Suffolk_MA,99.93,0.07
1230,Worcester_MA,81.61,18.39
1231,Alcona_MI,1.08,98.92
1232,Alger_MI,30.96,69.04
1233,Allegan_MI,35.53,64.47
1234,Alpena_MI,48.17,51.83
1235,Antrim_MI,0.0,100.0
1236,Arenac_MI,0.0,100.0
1237,Baraga_MI,0.0,100.0
1238,Barry_MI,22.87,77.13
1239,Bay_MI,69.69,30.31
1240,Benzie_MI,0.0,100.0
1241,Berrien_MI,67.14,32.86
1242,Branch_MI,37.3,62.7
1243,Calhoun_MI,69.02,30.98
1244,Cass_MI,28.82,71.18
1245,Charlevoix_MI,29.6,70.4
1246,Cheboygan_MI,17.27,82.73
1247,Chippewa_MI,51.06,48.94
1248,Clare_MI,29.36,70.64
1249,Clinton_MI,47.07,52.93
1250,Crawford_MI,27.41,72.59
1251,Delta_MI,56.25,43.75
1252,Dickinson_MI,67.23,32.77
1253,Eaton_MI,62.03,37.97
1254,Emmet_MI,25.11,74.89
1255,Genesee_MI,83.24,16.76
1256,Gladwin_MI,11.42,88.58
1257,Gogebic_MI,31.83,68.17
1258,Grand Traverse_MI,51.98,48.02
1259,Gratiot_MI,39.84,60.16
1260,Hillsdale_MI,30.87,69.13
1261,Houghton_MI,62.18,37.82
1262,Huron_MI,10.54,89.46
1263,Ingham_MI,86.79,13.21
1264,Ionia_MI,39.46,60.54
1265,Iosco_MI,41.09,58.91
1266,Iron_MI,27.15,72.85
1267,Isabella_MI,53.41,46.59
1268,Jackson_MI,58.18,41.82
1269,Kalamazoo_MI,82.45,17.55
1270,Kalkaska_MI,15.55,84.45
1271,Kent_MI,84.32,15.68
1272,Keweenaw_MI,0.0,100.0
1273,Lake_MI,0.0,100.0
1274,Lapeer_MI,22.65,77.35
1275,Leelanau_MI,8.74,91.26
1276,Lenawee_MI,48.18,51.82
1277,Livingston_MI,63.09,36.91
1278,Luce_MI,48.64,51.36
1279,Mackinac_MI,22.78,77.22
1280,Macomb_MI,97.19,2.81
1281,Manistee_MI,38.84,61.16
1282,Marquette_MI,58.51,41.49
1283,Mason_MI,37.31,62.69
1284,Mecosta_MI,33.27,66.73
1285,Menominee_MI,35.67,64.33
1286,Midland_MI,57.22,42.78
1287,Missaukee_MI,0.0,100.0
1288,Monroe_MI,62.44,37.56
1289,Montcalm_MI,15.38,84.62
1290,Montmorency_MI,0.0,100.0
1291,Muskegon_MI,76.69,23.31
1292,Newaygo_MI,16.16,83.84
1293,Oakland_MI,95.21,4.79
1294,Oceana_MI,10.11,89.89
1295,Ogemaw_MI,0.0,100.0
1296,Ontonagon_MI,0.0,100.0
1297,Osceola_MI,0.0,100.0
1298,Oscoda_MI,0.0,100.0
1299,Otsego_MI,34.34,65.66
1300,Ottawa_MI,79.68,20.32
1301,Presque Isle_MI,19.14,80.86
1302,Roscommon_MI,33.95,66.05
1303,Saginaw_MI,68.88,31.12
1304,St. Clair_MI,61.35,38.65
1305,St. Joseph_MI,45.57,54.43
1306,Sanilac_MI,9.8,90.2
1307,Schoolcraft_MI,41.04,58.96
1308,Shiawassee_MI,45.02,54.98
1309,Tuscola_MI,15.84,84.16
1310,Van Buren_MI,29.14,70.86
1311,Washtenaw_MI,83.55,16.45
1312,Wayne_MI,99.3,0.7
1313,Wexford_MI,35.71,64.29
1314,Aitkin_MN,0.0,100.0
1315,Anoka_MN,86.5,13.5
1316,Becker_MN,24.53,75.47
1317,Beltrami_MN,32.91,67.09
1318,Benton_MN,59.99,40.01
1319,Big Stone_MN,0.0,100.0
1320,Blue Earth_MN,73.11,26.89
1321,Brown_MN,65.06,34.94
1322,Carlton_MN,44.83,55.17
1323,Carver_MN,81.17,18.83
1324,Cass_MN,0.0,100.0
1325,Chippewa_MN,49.66,50.34
1326,Chisago_MN,44.41,55.59
1327,Clay_MN,72.08,27.92
1328,Clearwater_MN,0.0,100.0
1329,Cook_MN,0.0,100.0
1330,Cottonwood_MN,37.73,62.27
1331,Crow Wing_MN,37.26,62.74
1332,Dakota_MN,95.07,4.93
1333,Dodge_MN,48.24,51.76
1334,Douglas_MN,47.16,52.84
1335,Faribault_MN,22.38,77.62
1336,Fillmore_MN,6.72,93.28
1337,Freeborn_MN,57.17,42.83
1338,Goodhue_MN,52.96,47.04
1339,Grant_MN,0.0,100.0
1340,Hennepin_MN,97.78,2.22
1341,Houston_MN,42.61,57.39
1342,Hubbard_MN,16.63,83.37
1343,Isanti_MN,37.74,62.26
1344,Itasca_MN,20.61,79.39
1345,Jackson_MN,30.87,69.13
1346,Kanabec_MN,22.6,77.4
1347,Kandiyohi_MN,55.47,44.53
1348,Kittson_MN,0.0,100.0
1349,Koochiching_MN,53.0,47.0
1350,Lac qui Parle_MN,0.0,100.0
1351,Lake_MN,33.02,66.98
1352,Lake of the Woods_MN,0.0,100.0
1353,Le Sueur_MN,37.84,62.16
1354,Lincoln_MN,0.0,100.0
1355,Lyon_MN,52.07,47.93
1356,McLeod_MN,53.44,46.56
1357,Mahnomen_MN,0.0,100.0
1358,Marshall_MN,0.0,100.0
1359,Martin_MN,45.96,54.04
1360,Meeker_MN,34.48,65.52
1361,Mille Lacs_MN,29.18,70.82
1362,Morrison_MN,27.18,72.82
1363,Mower_MN,64.1,35.9
1364,Murray_MN,0.0,100.0
1365,Nicollet_MN,74.43,25.57
1366,Nobles_MN,59.01,40.99
1367,Norman_MN,0.0,100.0
1368,Olmsted_MN,83.41,16.59
1369,Otter Tail_MN,26.41,73.59
1370,Pennington_MN,63.77,36.23
1371,Pine_MN,10.7,89.3
1372,Pipestone_MN,42.71,57.29
1373,Polk_MN,51.53,48.47
1374,Pope_MN,0.0,100.0
1375,Ramsey_MN,99.81,0.19
1376,Red Lake_MN,0.0,100.0
1377,Redwood_MN,30.87,69.13
1378,Renville_MN,0.0,100.0
1379,Rice_MN,74.07,25.93
1380,Rock_MN,47.69,52.31
1381,Roseau_MN,17.68,82.32
1382,St. Louis_MN,62.89,37.11
1383,Scott_MN,82.76,17.24
1384,Sherburne_MN,55.81,44.19
1385,Sibley_MN,0.0,100.0
1386,Stearns_MN,63.07,36.93
1387,Steele_MN,69.43,30.57
1388,Stevens_MN,52.67,47.33
1389,Swift_MN,32.62,67.38
1390,Todd_MN,21.61,78.39
1391,Traverse_MN,0.0,100.0
1392,Wabasha_MN,35.46,64.54
1393,Wadena_MN,33.01,66.99
1394,Waseca_MN,49.84,50.16
1395,Washington_MN,85.53,14.47
1396,Watonwan_MN,40.9,59.1
1397,Wilkin_MN,49.86,50.14
1398,Winona_MN,65.47,34.53
1399,Wright_MN,67.49,32.51
1400,Yellow Medicine_MN,19.18,80.82
1401,Adams_MS,62.77,37.23
1402,Alcorn_MS,33.65,66.35
1403,Amite_MS,0.0,100.0
1404,Attala_MS,35.69,64.31
1405,Benton_MS,0.0,100.0
1406,Bolivar_MS,46.04,53.96
1407,Calhoun_MS,0.0,100.0
1408,Carroll_MS,0.0,100.0
1409,Chickasaw_MS,14.7,85.3
1410,Choctaw_MS,0.0,100.0
1411,Claiborne_MS,0.0,100.0
1412,Clarke_MS,0.0,100.0
1413,Clay_MS,44.46,55.54
1414,Coahoma_MS,68.0,32.0
1415,Copiah_MS,34.42,65.58
1416,Covington_MS,0.0,100.0
1417,DeSoto_MS,79.57,20.43
1418,Forrest_MS,70.36,29.64
1419,Franklin_MS,0.0,100.0
1420,George_MS,11.68,88.32
1421,Greene_MS,0.0,100.0
1422,Grenada_MS,47.85,52.15
1423,Hancock_MS,57.44,42.56
1424,Harrison_MS,77.16,22.84
1425,Hinds_MS,84.72,15.28
1426,Holmes_MS,13.15,86.85
1427,Humphreys_MS,50.15,49.85
1428,Issaquena_MS,0.0,100.0
1429,Itawamba_MS,13.75,86.25
1430,Jackson_MS,72.74,27.26
1431,Jasper_MS,0.0,100.0
1432,Jefferson_MS,0.0,100.0
1433,Jefferson Davis_MS,0.0,100.0
1434,Jones_MS,38.56,61.44
1435,Kemper_MS,0.0,100.0
1436,Lafayette_MS,54.42,45.58
1437,Lamar_MS,49.64,50.36
1438,Lauderdale_MS,51.74,48.26
1439,Lawrence_MS,0.0,100.0
1440,Leake_MS,18.81,81.19
1441,Lee_MS,54.64,45.36
1442,Leflore_MS,82.32,17.68
1443,Lincoln_MS,30.5,69.5
1444,Lowndes_MS,57.4,42.6
1445,Madison_MS,72.02,27.98
1446,Marion_MS,26.93,73.07
1447,Marshall_MS,16.58,83.42
1448,Monroe_MS,30.37,69.63
1449,Montgomery_MS,40.16,59.84
1450,Neshoba_MS,26.15,73.85
1451,Newton_MS,12.94,87.06
1452,Noxubee_MS,25.97,74.03
1453,Oktibbeha_MS,63.58,36.42
1454,Panola_MS,21.06,78.94
1455,Pearl River_MS,30.07,69.93
1456,Perry_MS,0.0,100.0
1457,Pike_MS,40.56,59.44
1458,Pontotoc_MS,16.05,83.95
1459,Prentiss_MS,23.94,76.06
1460,Quitman_MS,43.0,57.0
1461,Rankin_MS,66.09,33.91
1462,Scott_MS,27.83,72.17
1463,Sharkey_MS,0.0,100.0
1464,Simpson_MS,15.16,84.84
1465,Smith_MS,0.0,100.0
1466,Stone_MS,21.19,78.81
1467,Sunflower_MS,54.24,45.76
1468,Tallahatchie_MS,19.05,80.95
1469,Tate_MS,22.61,77.39
1470,Tippah_MS,16.16,83.84
1471,Tishomingo_MS,0.0,100.0
1472,Tunica_MS,33.98,66.02
1473,Union_MS,24.44,75.56
1474,Walthall_MS,0.0,100.0
1475,Warren_MS,59.11,40.89
1476,Washington_MS,82.48,17.52
1477,Wayne_MS,20.36,79.64
1478,Webster_MS,0.0,100.0
1479,Wilkinson_MS,0.0,100.0
1480,Winston_MS,24.09,75.91
1481,Yalobusha_MS,20.68,79.32
1482,Yazoo_MS,55.39,44.61
1483,Adair_MO,62.15,37.85
1484,Andrew_MO,38.72,61.28
1485,Atchison_MO,0.0,100.0
1486,Audrain_MO,58.8,41.2
1487,Barry_MO,26.74,73.26
1488,Barton_MO,36.04,63.96
1489,Bates_MO,22.73,77.27
1490,Benton_MO,13.46,86.54
1491,Bollinger_MO,0.0,100.0
1492,Boone_MO,81.21,18.79
1493,Buchanan_MO,86.63,13.37
1494,Butler_MO,47.82,52.18
1495,Caldwell_MO,0.0,100.0
1496,Callaway_MO,37.97,62.03
1497,Camden_MO,25.77,74.23
1498,Cape Girardeau_MO,69.5,30.5
1499,Carroll_MO,35.46,64.54
1500,Carter_MO,0.0,100.0
1501,Cass_MO,67.6,32.4
1502,Cedar_MO,24.7,75.3
1503,Chariton_MO,0.0,100.0
1504,Christian_MO,55.2,44.8
